pk,id,name,level,status,macroareas
1094,nasi1247,Nasioi,family,Unknown,Papunesia
1095,buin1247,Buin,family,Unknown,Papunesia
1096,quec1390,Quechua-Puquina,family,Unknown,South America
1097,serb1269,Serbian-Romani,family,Unknown,Eurasia
1098,guri1251,Gurindji-Kriol,family,Unknown,Australia
1099,pers1247,Persian-Indic,family,Unknown,Eurasia
1100,germ1288,German-Yiddish-Romani-Rotwelsch,family,Unknown,Eurasia
1101,miao1234,Miao-Dong,family,Unknown,Eurasia
1102,span1267,Spanish-Quechua,family,Unknown,South America
1103,cakc1245,Cakchiquel-Quiche,family,Unknown,North America
1104,warl1257,Warlpiri-Kriol,family,Unknown,Australia
1105,sout2981,Southern Wakashan,family,Unknown,North America
1106,nort2964,Northern Wakashan,family,Unknown,North America
1107,koly1247,Kolymic,family,Unknown,Eurasia
1108,yuka1240,Malyj Anjuj Omok,language,extinct,Eurasia
1109,nort2745,Northern Yukaghir,language,nearly extinct,Eurasia
1110,tini1247,Tinigua Proper,dialect,Unknown,South America
1111,pami1248,Pamigua,dialect,Unknown,South America
1112,kima1245,Kimaama-Riantana,family,Unknown,Papunesia
1113,ndom1245,Ndom,language,threatened,Papunesia
1114,yuro1248,Yurok,language,extinct,North America
1115,algo1256,Algonquian-Blackfoot,family,Unknown,North America
1116,wiyo1248,Wiyot,language,extinct,North America
1117,fuln1248,Fulniô Proper,dialect,Unknown,South America
1118,yate1241,Yatê,dialect,Unknown,South America
1119,mata1290,Mataguayo I,family,Unknown,South America
1120,mata1291,Mataguayo II,family,Unknown,South America
1121,ramm1241,Ram,family,Unknown,Papunesia
1122,nuku1256,Nukuma,family,Unknown,Papunesia
1123,sepi1258,Sepik Hill,family,Unknown,Papunesia
1124,abau1245,Abau,language,shifting,Papunesia
1125,iwam1259,Iwam-Wogamus,family,Unknown,Papunesia
1126,amal1242,Amal,language,shifting,Papunesia
1127,sepi1256,Sepik Tama,family,Unknown,Papunesia
1128,yell1247,Yellow River,family,Unknown,Papunesia
1129,tete1252,Tetete,language,extinct,South America
1130,puna1274,Punan Merap,language,shifting,Papunesia
1131,noca1240,Nocamán,language,extinct,South America
1132,jaka1246,"Jakalteko, Western",language,Unknown,North America
1133,ting1253,Tingal,language,Unknown,Africa
1134,kayo1247,Kayort,language,threatened,Eurasia
1135,pubi1237,Pubian,language,Unknown,
1136,rawa1268,Rawas (Retired),language,Unknown,
1137,kwak1264,Kwak,language,Unknown,Africa
1138,mali1288,Malinguat,language,Unknown,Papunesia
1139,kich1267,"K'iche', Joyabaj",language,Unknown,North America
1140,sara1320,Sara Dunjo,language,Unknown,Africa
1141,mala1431,Malakhel,language,Unknown,Eurasia
1142,arak1254,Arakwal,language,extinct,Australia
1143,kich1266,"K'iche', West Central",language,Unknown,North America
1144,khum1250,Khumi Awa Chin,language,Unknown,Eurasia
1145,ibil1238,Ibilo,language,Unknown,Africa
1146,sout3223,Southeastern Puebla Nahuatl,language,Unknown,
1147,wela1234,Welaung,language,not endangered,Eurasia
1148,gbat1238,Gbati-ri,language,Unknown,Africa
1149,quet1239,Quetzaltepec Mixe,language,threatened,North America
1150,bura1269,Buraka,language,threatened,Africa
1151,kich1263,"K'iche', San Andrés",language,Unknown,North America
1152,norr1243,Norra,language,extinct,Eurasia
1153,khua1244,Khuai,language,Unknown,Africa
1154,waga1262,Wagawaga (Retired),language,Unknown,
1155,loar1234,Loarki,language,not endangered,Eurasia
1156,baha1262,Bahau River Kenyah,language,Unknown,
1157,coxi1236,Coxima,language,extinct,South America
1158,kumb1267,Kumbaran,language,threatened,Eurasia
1159,rufi1234,Rufiji,language,not endangered,Africa
1160,kich1265,"K'iche', Eastern",language,Unknown,North America
1161,tasm1247,Tasmanian,language,extinct,Australia
1162,doro1267,Dororo,language,extinct,Papunesia
1163,kayu1244,Kayu Agung,language,Unknown,
1164,laop1234,Laopang,language,not endangered,Eurasia
1165,lowe1441,Lower Pokomo,language,Unknown,
1166,thul1247,Thu Lao,language,shifting,Eurasia
1167,kuku1279,Kuku-Mangk,language,nearly extinct,Australia
1168,yaum1238,Yauma,language,threatened,Africa
1169,phan1256,Phangduwali,language,shifting,Eurasia
1170,lamb1277,Lambichhong,language,moribund,Eurasia
1171,dega1238,Degaru,language,threatened,Eurasia
1172,tawa1289,Tawang Monpa,language,shifting,Eurasia
1173,lumb1250,Lumba-Yakkha,language,threatened,Eurasia
1174,nort3249,Northern Zhuang,language,Unknown,
1175,gugu1257,Gugu Mini,language,extinct,Australia
1176,kang1282,Kang,language,not endangered,Eurasia
1177,krui1237,Krui,language,Unknown,
1178,chet1237,Chetco,language,extinct,North America
1179,rany1238,Ranya,language,Unknown,Eurasia
1180,odut1238,Odut,language,moribund,Africa
1181,pale1264,Palembang,language,Unknown,
1182,koho1245,Kohoroxitari,language,Unknown,
1183,tzot1264,"Tzotzil, Zinacantán",language,Unknown,North America
1184,mamc1234,"Mam, Central",language,Unknown,North America
1185,khal1270,Khalaj,language,not endangered,Eurasia
1186,chum1264,Chumash,language,Unknown,North America
1187,kaki1247,Kakihum,language,Unknown,Africa
1188,bana1306,Banawá,language,Unknown,
1189,baku1265,Bakung Kenyah,language,Unknown,
1190,cata1284,Cataelano Mandaya,language,Unknown,Papunesia
1191,ayic1234,Ayi (China),language,Unknown,Eurasia
1192,thee1240,The,language,Unknown,Eurasia
1193,sout3224,Southern Pesisir,language,Unknown,
1194,bika1251,Bikaru-Bragge,language,shifting,Papunesia
1195,luaa1235,Lua',language,Unknown,Eurasia
1196,ixil1253,"Ixil, Nebaj",language,Unknown,North America
1197,jort1240,Jorto,language,not endangered,Africa
1198,rajb1244,Rajbanshi (Retired),language,Unknown,
1199,mara1407,Maramba,language,not endangered,Papunesia
1200,ahea1240,Ahe,language,Unknown,
1201,sout2892,South Wemale,language,Unknown,Papunesia
1202,pamo1255,Pamona (Retired),language,Unknown,
1203,laos1235,Laos Sign Language,language,not endangered,Eurasia
1204,mina1267,Mina (India),language,not endangered,Eurasia
1205,bisu1247,Bisu (Retired),language,Unknown,
1206,saka1300,Sakan,language,Unknown,
1207,aram1252,Aramanik,language,extinct,Africa
1208,foma1238,Foma,language,not endangered,Africa
1209,mamt1234,"Mam, Tajumulco",language,Unknown,North America
1210,prov1247,Provençal (Retired),language,Unknown,
1211,sava1244,Savara,language,Unknown,Eurasia
1212,uppe1424,Upper Tanudan Kalinga,language,Unknown,Papunesia
1213,baga1271,Baga Kaloum,language,extinct,Africa
1214,lenc1244,Lenca,language,extinct,North America
1215,buga1251,Bugan (Retired),language,Unknown,Eurasia
1216,ling1261,Lingaayat,language,Unknown,Eurasia
1217,ting1238,Tingui-Boto,language,extinct,South America
1218,emok1238,Emok,language,extinct,South America
1219,imer1236,Imeraguen,language,Unknown,Africa
1220,muji1236,Muji Yi,language,Unknown,
1221,chit1285,Chittagonian (Retired),language,Unknown,
1222,garr1261,Garreh-Ajuran,language,Unknown,
1223,mamt1235,"Mam, Todos Santos Cuchumatán",language,Unknown,North America
1224,mala1546,Malay (individual language),language,Unknown,
1225,muko1237,Muko-Muko,language,Unknown,
1226,poka1242,Pokangá,language,moribund,South America
1227,sout3222,Southwest Gbaya (Retired),language,Unknown,
1228,anca1236,Áncá,language,not endangered,Africa
1229,xinc1247,Xinca,language,extinct,North America
1230,chor1275,Chorotega,language,extinct,North America
1231,mund1339,Mundari (Retired),language,Unknown,
1232,kaqc1279,"Kaqchikel, Western",language,Unknown,North America
1233,yend1240,Yendang (Retired),language,Unknown,Africa
1234,omat1240,Omati,language,Unknown,Papunesia
1235,poqo1255,"Poqomam, Southern",language,Unknown,North America
1236,tiju1234,Tijuana Sign Language,language,Unknown,North America
1237,tanj1248,Tanjong,language,Unknown,
1238,nort3144,Northwestern Tamang,language,not endangered,Eurasia
1239,nyen1255,Nyeng,language,Unknown,Africa
1240,aiku1240,Aiku,language,Unknown,
1241,tune1241,Tunen (Retired),language,Unknown,Africa
1242,dara1255,Darang Deng,language,Unknown,
1243,geya1234,Gey,language,Unknown,Africa
1244,kofa1236,Kofa,language,threatened,Africa
1245,mask1241,Maskoy Pidgin,language,Unknown,South America
1246,auve1240,Auvergnat,language,Unknown,
1247,tarp1241,Sufrai,language,Unknown,
1248,sara1350,Sarawak Bisaya,language,Unknown,
1249,mawa1271,Mawayana,language,nearly extinct,South America
1250,kaqc1276,"Kaqchikel, Santa María de Jesús",language,Unknown,North America
1251,fumm1238,Fum,language,not endangered,Africa
1252,lama1290,Lamam,language,Unknown,Eurasia
1253,pona1251,Ponares,language,extinct,South America
1254,cona1234,Con,language,threatened,Eurasia
1255,yidd1241,Yiddish Sign Language,language,Unknown,Eurasia
1256,wume1236,Wumeng Yi,language,Unknown,
1257,euro1250,Europanto,language,Unknown,
1258,ixil1252,"Ixil, Chajul",language,Unknown,North America
1259,subi1247,Subi,language,threatened,Africa
1260,shua1252,Shuadit,language,extinct,Eurasia
1261,kari1309,Karipuna do Amapa,language,extinct,South America
1262,mada1299,Madang (Malaysia),language,Unknown,
1263,occi1241,Occidental,language,Unknown,
1264,omej1234,Omejes,language,extinct,South America
1265,kahu1242,Kahumamahon Saluan,language,Unknown,
1266,gowl1242,Gowlan,language,not endangered,Eurasia
1267,guli1244,Guliguli,language,extinct,Papunesia
1268,alag1249,Alaguilac,language,Unknown,North America
1269,naxi1246,Naxi (Retired),language,Unknown,Eurasia
1270,soul1243,Souletin Basque,language,Unknown,
1271,puko1234,Pu Ko,language,Unknown,Eurasia
1272,lahu1255,Lahu Shi (Retired),language,Unknown,
1273,maha1308,Mahakam Kenyah,language,Unknown,
1274,sind1280,Sindang Kelingi,language,Unknown,
1275,thud1238,Thudam,language,not endangered,Eurasia
1276,walo1239,Walo Kumbe Dogon,language,Unknown,Africa
1277,baba1273,Babalia Creole Arabic,language,shifting,Africa
1278,belg1241,Belgian Sign Language,language,Unknown,
1279,buya1245,Buya,language,Unknown,Africa
1280,kham1280,Khamla,language,Unknown,Eurasia
1281,zarp1238,Zarphatic,language,extinct,Eurasia
1282,jaru1257,Jaruára,language,Unknown,
1283,west2863,Western Frisian (Retired),language,Unknown,
1284,yang1301,Yangbye,language,Unknown,Eurasia
1285,gema1236,Geman Deng,language,Unknown,
1286,beti1250,Beti (Cameroon),language,Unknown,Africa
1287,sout3125,Southern Betsimisaraka Malagasy (Retired),language,Unknown,Africa
1288,caru1240,Carútana,language,Unknown,
1289,maya1286,"Maya, Chan Santa Cruz",language,Unknown,North America
1290,poqo1257,"Poqomam, Eastern",language,Unknown,North America
1291,buma1247,Bumang,language,shifting,Eurasia
1292,desi1235,Desiya,language,not endangered,Eurasia
1293,ahir1243,Ahirani,language,not endangered,Eurasia
1294,puto1237,Putoh,language,threatened,Papunesia
1295,noot1239,Nootka,language,Unknown,North America
1296,kaqc1272,"Kaqchikel, South Central",language,Unknown,North America
1297,takp1246,Takpa (Retired),language,Unknown,Eurasia
1298,nort3250,North Korowai,language,Unknown,
1299,gasc1241,Gascon (Retired),language,Unknown,
1300,bemb1258,Bemba (Democratic Republic of Congo),language,Unknown,Africa
1301,sana1281,Sanapaná (Retired),language,Unknown,South America
1302,amer1256,Amerax,language,Unknown,
1303,toal1234,Toala',language,Unknown,Papunesia
1304,yosa1234,Yos,language,Unknown,Eurasia
1305,song1304,Songa,language,Unknown,Africa
1306,adab1235,Adabe,language,not endangered,Papunesia
1307,kolu1247,Kolum So Dogon,language,Unknown,Africa
1308,kabi1264,Kabixí,language,extinct,South America
1309,gela1261,Gelao,language,Unknown,Eurasia
1310,siki1239,Sikiana,language,shifting,South America
1311,vatr1237,Vatrata,language,Unknown,Papunesia
1312,nand1263,Nand,language,Unknown,Eurasia
1313,amik1238,Amikoana,language,Unknown,
1314,tape1236,Tapeba,language,extinct,South America
1315,itut1240,Itutang,language,Unknown,
1316,ipek1240,Ipeka-Tapuia,language,Unknown,
1317,land1262,Land Dayak (Retired),language,Unknown,
1318,chip1236,Chipiajes,language,extinct,South America
1319,konk1268,Kon Keu,language,threatened,Eurasia
1320,baga1274,Baga Sobané,language,extinct,Africa
1321,pars1252,Parsi-Dari,language,not endangered,Eurasia
1322,orok1270,Orokaiva (Retired),language,Unknown,
1323,kati1278,Katingan,language,Unknown,
1324,mawa1268,Mawakwa,language,extinct,South America
1325,kemi1240,Kemiehua,language,threatened,Eurasia
1326,tzot1260,"Tzotzil, San Andrés Larrainzar",language,Unknown,North America
1327,mahe1238,Mahei,language,Unknown,Eurasia
1328,suba1254,Suba (Retired),language,Unknown,
1329,lang1334,Languedocien,language,Unknown,
1330,daya1245,Dayao Yi,language,Unknown,
1331,kann1253,"Kurumba, Kannada",language,not endangered,Eurasia
1332,kich1264,"K'iche', Cunén",language,Unknown,North America
1333,chol1285,"Chol, Tila",language,Unknown,North America
1334,cagu1236,Cagua,language,extinct,South America
1335,khlo1239,Khlor,language,threatened,Eurasia
1336,ling1268,Lingkhim,language,Unknown,Eurasia
1337,kaqc1271,"Kaqchikel, Yepocapa Southwestern",language,Unknown,North America
1338,geng1243,Gengle,language,not endangered,Africa
1339,nort3251,Northern Nambikuára,language,Unknown,
1340,kamb1287,Kamba (Brazil),language,Unknown,South America
1341,wasu1256,Wasulu (Retired),language,Unknown,Africa
1342,lach1251,Lachirioag Zapotec,language,Unknown,
1343,mimi1246,Mimi,language,Unknown,
1344,sout3225,Southern Marakwet,language,Unknown,
1345,sela1262,Selako,language,Unknown,
1346,yamo1246,Yamongeri,language,not endangered,Africa
1347,yugh1240,Yugh (Retired),language,extinct,Eurasia
1348,patl1234,Patla-Chicontla Totonac,language,Unknown,
1349,gabu1248,Gabutamon,language,Unknown,Papunesia
1350,teke1279,Teke-Nzikou,language,threatened,Africa
1351,kaqc1275,"Kaqchikel, Northern",language,Unknown,North America
1352,khia1237,Khiamniungan Naga (Retired),language,Unknown,
1353,mirg1238,Mirgan,language,not endangered,Eurasia
1354,khao1244,Khao,language,not endangered,Eurasia
1355,fore1268,Forest Maninka,language,Unknown,Africa
1356,moin1242,Moinba,language,Unknown,
1357,adap1234,Adap,language,Unknown,Eurasia
1358,dhan1267,Dhanwar (India),language,Unknown,Eurasia
1359,ndeg1238,Nde-Gbite,language,not endangered,Africa
1360,tush1243,Tushan Names,language,extinct,Eurasia
1361,adze1241,Adzera (Retired),language,Unknown,
1362,laba1241,Laba,language,threatened,Papunesia
1363,uppe1459,Upper Baram Kenyah,language,Unknown,
1364,kaqc1278,"Kaqchikel, Santo Domingo Xenacoj",language,Unknown,North America
1365,buso1242,Buso,language,moribund,Africa
1366,buxi1237,Buxinhua,language,Unknown,
1367,mali1287,Maligo,language,Unknown,Africa
1368,aghu1256,Aghu Tharnggalu (Retired),language,extinct,Australia
1369,kior1239,Kiorr,language,threatened,Eurasia
1370,yuan1242,Yuanjiang-Mojiang Yi,language,Unknown,
1371,lint1237,Lintang,language,Unknown,
1372,taen1234,Taensa,language,Unknown,North America
1373,ides1238,Idesa,language,not endangered,Africa
1374,yari1235,Yarí,language,Unknown,South America
1375,foia1236,Foia Foia,language,not endangered,Papunesia
1376,arak1256,Arakanese,language,Unknown,
1377,aari1240,Aariya,language,Unknown,Eurasia
1378,seru1247,Seru,language,extinct,Papunesia
1379,kunf1238,Kunfal,language,Unknown,
1380,hmon1338,Hmong Njua (Retired),language,Unknown,
1381,enim1238,Enim,language,Unknown,
1382,pula1268,Pula Yi,language,Unknown,
1383,cume1234,Cumeral,language,extinct,South America
1384,lema1244,Lematang,language,Unknown,
1385,sera1272,Serawai,language,Unknown,
1386,puwa1234,Puwa Yi,language,Unknown,
1387,urad1239,Uradhi,language,nearly extinct,Australia
1388,seme1248,Semendo,language,Unknown,
1389,kung1262,Kunggara,language,nearly extinct,Australia
1390,tzot1262,"Tzotzil, Chamula",language,Unknown,North America
1391,horu1241,Horuru,language,Unknown,Papunesia
1392,gamo1244,Gamo-Gofa-Dawro,language,Unknown,Africa
1393,beng1290,Bengkulu,language,Unknown,
1394,kisa1264,Kisankasa,language,shifting,Africa
1395,ying1248,Yinglish,language,Unknown,
1396,koko1273,Koko Babangk,language,extinct,Australia
1397,khua1243,Khua,language,not endangered,Eurasia
1398,kaqc1274,"Kaqchikel, Southern",language,Unknown,North America
1399,kuku1286,Kukura,language,extinct,South America
1400,tzel1255,"Tzeltal, Bachajón",language,Unknown,North America
1401,sang1338,Sangab Mandaya,language,Unknown,Papunesia
1402,sout3129,Southern Lolopo,language,threatened,Eurasia
1403,palu1254,Palu,language,Unknown,Eurasia
1404,elpa1240,Elpaputih,language,Unknown,Papunesia
1405,shak1238,Shakara,language,Unknown,Africa
1406,pars1251,Parsi,language,threatened,Eurasia
1407,lopi1243,Lopi,language,not endangered,Eurasia
1408,assa1266,Assan,language,extinct,Eurasia
1409,izer1243,Izere (Retired),language,Unknown,
1410,inpu1234,Inpui Naga,language,not endangered,Eurasia
1411,salu1254,Salumá,language,moribund,South America
1412,sout2718,Southwestern Tamang,language,Unknown,Eurasia
1413,achi1258,"Achi', Cubulco",language,Unknown,North America
1414,piru1241,Piru,language,moribund,Papunesia
1415,onte1239,Ontenu,language,not endangered,Papunesia
1416,bain1260,Bainouk-Samik,language,shifting,Africa
1417,kuan1250,Kuanhua,language,shifting,Eurasia
1418,nucl1668,Katukína,language,threatened,South America
1419,lang1333,Lang'e,language,not endangered,Eurasia
1420,irrr1240,Ir,language,not endangered,Eurasia
1421,ihie1238,Ihievbe,language,not endangered,Africa
1422,pene1237,Penesak,language,Unknown,
1423,muna1238,Munaseli Pandai,language,Unknown,Australia
1424,sing1237,Singapore Sign Language,language,not endangered,Eurasia
1425,tzut1249,"Tz'utujil, Western",language,Unknown,North America
1426,sout3221,Southern Zhuang,language,Unknown,
1427,ndon1252,Ndonde Hamba,language,threatened,Africa
1428,paoo1245,Pao,language,Unknown,Eurasia
1429,olko1234,Olkol,language,nearly extinct,Australia
1430,kaha1240,Kahayan,language,Unknown,
1431,adug1238,Aduge,language,threatened,Africa
1432,medi1249,Mediak,language,shifting,Africa
1433,chua1256,Chuanqiandian Cluster Miao,language,not endangered,Eurasia
1434,kaya1334,Kayan River Kenyah,language,Unknown,
1435,oldt1247,Old Turkish,language,extinct,Eurasia
1436,ward1243,Warduji,language,not endangered,Eurasia
1437,rien1238,Rien,language,Unknown,Eurasia
1438,band1337,Bandjigali,language,Unknown,Australia
1439,natu1249,Natügu (Retired),language,Unknown,Papunesia
1440,yang1292,Yangho,language,Unknown,Africa
1441,jude1262,Judeo-Berber,language,moribund,Africa
1442,kukn1238,Kukna,language,not endangered,Eurasia
1443,tome1239,Tomedes,language,extinct,South America
1444,gowl1241,Gowli,language,not endangered,Eurasia
1445,pong1252,Pongyong,language,Unknown,Eurasia
1446,tuto1242,Tutong 1,language,Unknown,
1447,huas1256,"Huastec, Southeastern",language,Unknown,North America
1448,ngon1275,Ngong,language,nearly extinct,Africa
1449,samr1245,Samre of Siem Reap,language,nearly extinct,Eurasia
1450,lyon1239,Lyons Sign Language,language,Unknown,Eurasia
1451,nisi1239,Dafla,language,Unknown,Eurasia
1452,chau1262,Chaungtha,language,Unknown,Eurasia
1453,sung1271,Sungkai (Indonesia),language,Unknown,
1454,dume1236,Dume,language,Unknown,Africa
1455,atue1238,Atuence,language,Unknown,
1456,rana1249,Ranau (Retired),language,Unknown,
1457,bhat1237,Bhatola,language,Unknown,Eurasia
1458,kaqc1273,"Kaqchikel, Eastern",language,Unknown,North America
1459,nupb1238,Nupbikha,language,threatened,Eurasia
1460,bubi1249,Bubia,language,moribund,Africa
1461,meng1263,Mengisa,language,threatened,Africa
1462,oung1238,!O!ung,language,Unknown,Africa
1463,yamp1243,Yamphe,language,Unknown,Eurasia
1464,calo1235,Calo,language,Unknown,Eurasia
1465,wira1260,Wirangu-Nauo,language,Unknown,Australia
1466,bhal1245,Bhalay,language,threatened,Eurasia
1467,ogan1237,Ogan,language,Unknown,
1468,tare1239,Tareng,language,not endangered,Eurasia
1469,tang1374,Tangshewi,language,Unknown,Eurasia
1470,jiar1242,Jiarong,language,Unknown,
1471,pana1292,Panang,language,Unknown,Eurasia
1472,sans1276,Sansu,language,Unknown,Eurasia
1473,taca1258,Tacanec,language,Unknown,North America
1474,ngom1265,Ngombe (Central African Republic),language,shifting,Africa
1475,born1252,Borna (Democratic Republic of Congo),language,Unknown,Africa
1476,huas1255,"Huastec, San Luís Potosí",language,Unknown,North America
1477,tzot1261,"Tzotzil, Huixtán",language,Unknown,North America
1478,nata1238,Natagaimas,language,extinct,South America
1479,nija1242,Nijadali,language,nearly extinct,Australia
1480,limo1250,Limousin,language,Unknown,
1481,kose1239,Kosena,language,not endangered,Papunesia
1482,ngar1286,Ngarla on the Ashburton river south of the Hamersley range,language,nearly extinct,Australia
1483,waha1239,Wahau Kayan,language,threatened,Papunesia
1484,kaka1269,Kakauhua,language,extinct,South America
1485,oldi1244,Old Indic,language,extinct,Eurasia
1486,nara1265,Narau,language,moribund,Papunesia
1487,mund1321,Munda,language,not endangered,Eurasia
1488,coya1241,Coyaima,language,extinct,South America
1489,puim1234,Puimei Naga,language,not endangered,Eurasia
1490,iapa1241,Iapama,language,Unknown,South America
1491,tzot1263,"Tzotzil, Chenalhó",language,Unknown,North America
1492,luia1234,Lui,language,extinct,Eurasia
1493,cauc1241,Cauca,language,extinct,South America
1494,tlal1234,Tlalitzlipa Nahuatl,language,Unknown,
1495,cham1329,Chamari,language,not endangered,Eurasia
1496,poqo1256,"Poqomchi', Western",language,Unknown,North America
1497,chuj1251,"Chuj, Ixtatán",language,Unknown,North America
1498,nyad1241,Nyadu,language,Unknown,
1499,pray1239,Pray 3,language,Unknown,Eurasia
1500,chil1283,Chilean Quechua,language,Unknown,South America
1501,taih1245,Tai Pao (Retired),language,Unknown,Eurasia
1502,kpat1244,Kpatili,language,shifting,Africa
1503,yars1234,Yarsun,language,shifting,Papunesia
1504,bala1306,Balau,language,threatened,Papunesia
1505,anas1239,Anasi,language,threatened,Papunesia
1506,laht1236,Lahta Karen,language,not endangered,Eurasia
1507,orop1234,Oropom,language,Unknown,Africa
1508,silt1241,Silt'e (Retired),language,Unknown,
1509,tomy1239,Tomyang,language,Unknown,
1510,amap1241,Amapá Creole,language,Unknown,
1511,sout3128,Southwestern Nisu,language,threatened,Eurasia
1512,lama1289,Lama (Myanmar),language,not endangered,Eurasia
1513,nkoa1234,N'Ko,language,extinct,Africa
1514,mams1234,"Mam, Southern",language,Unknown,North America
1515,fala1245,Falam Chin (Retired),language,Unknown,
1516,uokh1238,Uokha,language,Unknown,Africa
1517,puru1262,Purum (Retired),language,Unknown,Eurasia
1518,oldp1255,Old Persian,language,Unknown,
1519,nort2640,Northwestern Fars,language,shifting,Eurasia
1520,kaqc1277,"Kaqchikel, Akatenango Southwestern",language,Unknown,North America
1521,macr1275,Macro-Bai,family,Unknown,Eurasia
1522,macr1268,Macro-Tani,family,Unknown,Eurasia
1523,kuki1245,Kuki-Chin-Naga,family,Unknown,Eurasia
1524,khob1235,Kho-Bwa,family,Unknown,Eurasia
1525,gong1251,Gongduk,language,shifting,Eurasia
1526,nung1293,Nungish,family,Unknown,Eurasia
1527,miji1239,Miji,family,Unknown,Eurasia
1528,unun9951,Unclassified Sino-Tibetan,family,Unknown,Eurasia
1529,mrui1235,Mruic,family,Unknown,Eurasia
1530,tuji1244,Tujia,family,Unknown,Eurasia
1531,bodi1256,Bodic,family,Unknown,Eurasia
1532,burm1265,Burmo-Qiangic,family,Unknown,Eurasia
1533,brah1260,Brahmaputran,family,Unknown,Eurasia
1534,dhim1245,Dhimalish,family,Unknown,Eurasia
1535,hima1249,Himalayish,family,Unknown,Eurasia
1536,raji1239,Raji-Raute,family,Unknown,Eurasia
1537,mish1241,Digarish,family,Unknown,Eurasia
1538,gema1234,Kman-Meyor,family,Unknown,Eurasia
1539,kare1337,Karenic,family,Unknown,Eurasia
1540,sini1245,Sinitic,family,Unknown,Eurasia
1541,dori1247,Doriri-Abia,family,Unknown,Papunesia
1542,yare1251,Yareba-Bariji-Nawaru,family,Unknown,Papunesia
1543,shua1256,Shuaric,family,Unknown,South America
1544,agua1253,Aguaruna,language,threatened,South America
1545,iaii1238,Iai,dialect,Unknown,Papunesia
1546,bura1298,Buram-Saraf,family,Unknown,Africa
1547,lumu1240,Lumun-Torona,family,Unknown,Africa
1548,farw1236,Far West Lakes Plain,family,Unknown,Papunesia
1549,tari1255,Tariku,family,Unknown,Papunesia
1550,east2500,East Lakes Plain,family,Unknown,Papunesia
1551,negr1239,Negro-Roraima,family,Unknown,South America
1552,alto1250,Medio Rio Negro,family,Unknown,South America
1553,japu1236,Japura-Colombia,family,Unknown,South America
1554,pali1279,Palikúr,language,shifting,South America
1555,alto1249,Alto Orinoco,family,Unknown,South America
1556,cari1281,Caribbean Arawakan,family,Unknown,North America
1556,cari1281,Caribbean Arawakan,family,Unknown,South America
1557,cent2226,Central Maipuran,family,Unknown,South America
1558,sout3131,Southern Maipuran,family,Unknown,South America
1559,guen1235,Güenoa,language,extinct,South America
1560,char1240,Charrúa,language,extinct,South America
1561,chan1296,Chaná,language,extinct,South America
1562,pura1253,Puragi,language,threatened,Papunesia
1563,kais1235,Kais,language,shifting,Papunesia
1564,kabu1249,Kaburi,language,threatened,Papunesia
1565,east1439,East South Bird's Head,family,Unknown,Papunesia
1566,brin1245,Bringen,family,Unknown,Australia
1567,waga1259,Maranunggu-Ame-Manda,family,Unknown,Australia
1568,pais1239,Pai-Sinen-Walio,family,Unknown,Papunesia
1569,tuwa1242,Tuwari,language,moribund,Papunesia
1570,yawi1238,Yawiyo,language,moribund,Papunesia
1571,maiy1240,Maiyah,dialect,Unknown,Papunesia
1572,karo1303,Karon Dori,dialect,not endangered,Papunesia
1573,mais1252,Maisefa,dialect,Unknown,Papunesia
1574,maim1251,Maimaka,dialect,Unknown,Papunesia
1575,mait1252,Maite,dialect,Unknown,Papunesia
1576,mais1251,Maisawiet,dialect,Unknown,Papunesia
1577,buta1242,Butam,language,extinct,Papunesia
1578,taul1251,Taulil,language,shifting,Papunesia
1579,bake1241,Bake,dialect,Unknown,Africa
1580,mayu1240,Mayu,dialect,Unknown,Africa
1581,shur1242,Shuru,dialect,Unknown,Africa
1582,goba1245,Gobato,dialect,Unknown,Africa
1583,dabu1241,Dabuso,dialect,Unknown,Africa
1584,fada1248,Fadashi,dialect,Unknown,Africa
1585,undu1236,Undu,dialect,Unknown,Africa
1586,unun9987,Unclassified Tucanoan,family,Unknown,South America
1587,east2698,Eastern Tucanoan,family,Unknown,South America
1588,west2784,Western Tucanoan,family,Unknown,South America
1589,uruu1244,Uru,language,extinct,South America
1590,chip1262,Chipaya,language,shifting,South America
1591,murr1258,Murriny Patha,language,shifting,Australia
1592,nang1259,Nangikurrunggurr,language,shifting,Australia
1593,situ1240,Situfa-Ayrico,dialect,Unknown,South America
1594,nucl1771,Nuclear Betoi-Jirara,dialect,Unknown,South America
1595,rapo1238,Rapoisi,language,not endangered,Papunesia
1596,ramo1245,Ramopa,language,not endangered,Papunesia
1597,roto1248,Rotokas-Askopan,family,Unknown,Papunesia
1598,pure1242,Purepecha,language,shifting,North America
1599,west2631,Western Highland Purepecha,language,shifting,North America
1600,defa1248,Defaka,language,moribund,Africa
1601,ijoo1239,Ijo,family,Unknown,Africa
1602,muin1242,Muinane,language,moribund,South America
1603,bora1263,Bora,language,threatened,South America
1604,coco1262,Coconucan,family,Unknown,South America
1605,unun9945,Unclassified Barbacoan,family,Unknown,South America
1606,caya1244,Cayapa-Colorado,family,Unknown,South America
1607,bayo1260,Bayono,language,threatened,Papunesia
1608,awbo1238,Awbono,language,threatened,Papunesia
1609,nucl1633,Nimboran,language,moribund,Papunesia
1610,oute1261,Outer Nimboranic,family,Unknown,Papunesia
