pk,id,name,level,status,macroareas
505,saha1240,Sahaptin,family,Unknown,North America
506,pung1239,Pungupungu,dialect,Unknown,Australia
507,kono1241,Konomihu,language,extinct,North America
508,shas1239,Shasta,language,extinct,North America
509,newr1237,New River Shasta,language,extinct,North America
510,east2557,Eastern Otomanguean,family,Unknown,North America
511,west2783,Western Otomanguean,family,Unknown,North America
512,quil1240,Quileute,language,extinct,North America
513,chim1310,Chimakum,language,extinct,North America
514,daat1235,Daats'iin-Southern Gumuz,family,Unknown,Africa
515,gumu1244,Northern Gumuz,language,not endangered,Africa
516,cola1238,Colán,dialect,Unknown,South America
517,cata1293,Catacaos,dialect,Unknown,South America
518,garz1234,Garza,dialect,Unknown,North America
519,come1253,Comecrudo,dialect,Unknown,North America
520,mamu1257,Mamulique,dialect,Unknown,North America
521,lenc1242,Lenca-Honduras,language,extinct,North America
522,lenc1243,Lenca-Salvador,language,extinct,North America
523,coos1249,Hanis,language,extinct,North America
524,milu1241,Miluk,language,extinct,North America
525,west2872,Western Nyulnyulan,family,Unknown,Australia
526,east2381,Eastern Nyulnyulan,family,Unknown,Australia
527,bolg1249,Bolgar,family,Unknown,Eurasia
528,comm1245,Common Turkic,family,Unknown,Eurasia
529,namb1300,Nambikwara Complex,family,Unknown,South America
530,saba1268,Sabanê,language,nearly extinct,South America
531,puri1262,Puri,language,extinct,South America
532,coro1249,Coroado-Puri,language,extinct,South America
533,katu1271,Katuic,family,Unknown,Eurasia
534,khme1253,Khmeric,family,Unknown,Eurasia
535,khmu1236,Khmuic,family,Unknown,Eurasia
536,mang1377,Mangic,family,Unknown,Eurasia
537,pear1246,Pearic,family,Unknown,Eurasia
538,mund1335,Mundaic,family,Unknown,Eurasia
539,viet1250,Vietic,family,Unknown,Eurasia
540,moni1258,Monic,family,Unknown,Eurasia
541,bahn1264,Bahnaric,family,Unknown,Eurasia
542,khas1273,Khasi-Palaung,family,Unknown,Eurasia
543,nico1262,Nicobaric,family,Unknown,Eurasia
544,asli1243,Aslian,family,Unknown,Eurasia
544,asli1243,Aslian,family,Unknown,Papunesia
545,nort3146,North-Central Atlantic,family,Unknown,Africa
546,mela1257,Mel,family,Unknown,Africa
547,limb1267,Limba,family,Unknown,Africa
548,volt1241,Volta-Congo,family,Unknown,Africa
548,volt1241,Volta-Congo,family,Unknown,North America
549,mans1259,Mansoanka,language,threatened,Africa
550,gola1255,Gola,language,not endangered,Africa
551,murk1238,Murkim,language,not endangered,Papunesia
552,kemb1250,Kembra,language,moribund,Papunesia
553,lepk1238,Lepki,language,shifting,Papunesia
554,duri1243,Duriankere,language,moribund,Papunesia
555,suab1238,Suabo,language,nearly extinct,Papunesia
556,ajiw1238,Ajiw,dialect,Unknown,Papunesia
557,siri1272,Sirir,dialect,Unknown,Papunesia
558,aleu1261,Aleutic,family,Unknown,Eurasia
558,aleu1261,Aleutic,family,Unknown,North America
559,eski1265,Eskimo,family,Unknown,Eurasia
559,eski1265,Eskimo,family,Unknown,North America
560,obis1242,Obispeño,language,extinct,North America
561,sout3132,Southern Chumashan,family,Unknown,North America
562,boro1285,Bororo-Otuke,family,Unknown,South America
563,umot1240,Umotína,language,extinct,South America
564,hata1243,Hatam,language,threatened,Papunesia
565,mans1260,Mansim,language,moribund,Papunesia
566,nucl1593,Kwomtari,language,shifting,Papunesia
567,naii1241,Nai,language,shifting,Papunesia
568,huaa1247,Hua,family,Unknown,Africa
569,kwii1241,!Ui,family,Unknown,Africa
570,iqui1244,Iquito-Arabela,family,Unknown,South America
571,zapa1252,Zaparo-Abishira,family,Unknown,South America
572,dime1235,Dime,language,shifting,Africa
573,ahkk1235,AHK,family,Unknown,Africa
574,dadi1250,Dadibi,language,not endangered,Papunesia
575,folo1238,Folopa,language,not endangered,Papunesia
576,toll1241,Tol,language,shifting,North America
577,west2777,Western Jicaque,language,extinct,North America
578,east2530,Eastern Pauwasi,family,Unknown,Papunesia
579,west2611,Western Pauwasi,family,Unknown,Papunesia
580,bosa1246,Bosavi Watershed,family,Unknown,Papunesia
581,etor1234,Etoro-Bedamini,family,Unknown,Papunesia
582,sakh1245,Sakhalin Ainu,language,extinct,Eurasia
583,hokk1250,Hokkaido-Kuril Ainu,family,Unknown,Eurasia
584,kata1270,Katawixi,language,extinct,South America
585,kana1291,Katukína-Kanamarí,language,shifting,South America
586,core1252,Core Chibchan,family,Unknown,North America
586,core1252,Core Chibchan,family,Unknown,South America
587,pech1241,Pech,language,shifting,North America
588,insu1253,Insular Chonan,family,Unknown,South America
589,cont1245,Continental Chonan,family,Unknown,South America
590,keig1242,Keiga,language,shifting,Africa
591,cent2229,Central-Western Kadugli-Krongo,family,Unknown,Africa
592,pele1246,Pele (New Britain),dialect,Unknown,Papunesia
593,ataa1241,Ata (New Britain),dialect,Unknown,Papunesia
594,mara1396,Mararit,language,not endangered,Africa
595,tama1330,Tama-Sungor-Miisiirii,family,Unknown,Africa
596,tapa1262,Taparita,language,extinct,South America
597,otom1301,Otomaco,language,extinct,South America
598,woun1238,Woun Meu,language,shifting,South America
599,unun9901,Unclassified Chocoan,family,Unknown,South America
600,embe1258,Embera,family,Unknown,South America
601,leva1238,Levai,dialect,Unknown,Eurasia
602,nucl1287,Ĝusso,dialect,Unknown,Eurasia
603,hush1234,Hushüñ,dialect,Unknown,Eurasia
604,owin1240,Owiniga,language,shifting,Papunesia
605,nucl1244,Western Left May,family,Unknown,Papunesia
606,iran1264,Irántxe,dialect,Unknown,South America
607,munk1243,Münkü,dialect,Unknown,South America
608,nucl1641,Nuclear West Bomberai,family,Unknown,Papunesia
609,kara1499,Kalamang,language,shifting,Papunesia
610,kamt1241,Kam-Tai,family,Unknown,Eurasia
611,kada1291,Kadaic,family,Unknown,Eurasia
612,hlai1238,Hlaic,family,Unknown,Eurasia
613,sanf1267,San Francisco-Santa María Huave,family,Unknown,North America
614,sand1283,San Dionisio-San Mateo Huave,family,Unknown,North America
615,akak1254,Aka-Kelo-Molo,family,Unknown,Africa
616,gaam1241,Gaam,language,not endangered,Africa
617,nort2746,Northern Yeniseian,family,Unknown,Eurasia
618,sout2751,Southern Yeniseian,family,Unknown,Eurasia
619,atoh1238,Atohwaim,language,threatened,Papunesia
620,kayg1237,Kaygir-Tamagario,family,Unknown,Papunesia
621,port1278,Port Sorell,language,extinct,Australia
622,west2205,Western Coastal Tasmanian,language,extinct,Australia
623,yahi1243,Yahi,dialect,Unknown,North America
624,sout2980,Southern Yana,dialect,Unknown,North America
625,nort2963,Northern Yana,dialect,Unknown,North America
626,cent2137,Central Yana,dialect,Unknown,North America
627,aura1242,Aurama,dialect,Unknown,Papunesia
628,haur1243,Hauruha,dialect,Unknown,Papunesia
629,wabo1241,Waboda,language,not endangered,Papunesia
630,sout2949,Southern Kiwai,language,not endangered,Papunesia
631,bamu1257,Bamu,language,not endangered,Papunesia
632,nort2930,Northeast Kiwai,language,not endangered,Papunesia
633,tura1266,Turama-Kerewo,family,Unknown,Papunesia
634,kaur1271,Kaure-Narau,language,shifting,Papunesia
635,kosa1251,Kosadle,language,shifting,Papunesia
636,yama1265,Yamasee,language,extinct,North America
637,rerb1235,Rer Bare,language,extinct,Africa
638,namb1301,Nambiquaran (Unattested),family,Unknown,South America
639,wasu1238,Wasu,language,extinct,South America
640,pama1255,Pama-Nyungan (Unattested),family,Unknown,Australia
641,kwis1235,Kwisi,language,extinct,Africa
642,worr1238,Worrorran (Unattested),family,Unknown,Australia
643,hara1272,Harappan,language,extinct,Eurasia
644,umbu1259,Umbugarla (Unattested),family,Unknown,Australia
645,pank1235,Pankararé,language,extinct,South America
646,moks1249,Moksela,language,extinct,Papunesia
647,arus1242,Arusha,language,extinct,Africa
648,tupi1286,Tupian (Unattested),family,Unknown,South America
649,choc1284,Chocoan (Unattested),family,Unknown,South America
650,sent1241,Sentinel,language,threatened,Eurasia
651,aust1312,Austronesian (Unattested),family,Unknown,Papunesia
652,giyu1238,Giyug,language,nearly extinct,Australia
653,juma1248,Jumano,language,Unknown,North America
654,barb1268,Barbacoan (Unattested),family,Unknown,South America
655,atla1280,Atlantic-Congo (Unattested),family,Unknown,Africa
656,lumb1237,Lumbee,language,extinct,North America
657,gual1239,Guale,language,extinct,North America
658,pano1260,Pano-Tacanan (Unattested),family,Unknown,South America
659,mang1435,Mangarrayi-Maran (Unattested),family,Unknown,Australia
660,araw1289,Arawan (Unattested),family,Unknown,South America
661,afro1259,Afro-Asiatic (Unattested),family,Unknown,Africa
662,toro1259,Tor-Orya (Unattested),family,Unknown,Papunesia
663,palu1237,Palumata,language,extinct,Papunesia
664,trem1235,Tremembé,language,extinct,South America
665,flec1235,Flecheiros,language,Unknown,South America
666,truk1242,Truká,language,extinct,South America
667,iwai1249,Iwaidjan Proper (Unattested),family,Unknown,Australia
668,drav1252,Dravidian (Unattested),family,Unknown,Eurasia
669,araw1288,Arawakan (Unattested),family,Unknown,South America
670,wako1235,Wakoná,language,extinct,South America
671,weyt1237,Weyto,language,extinct,Africa
672,cari1285,Cariban (Unattested),family,Unknown,South America
673,mawa1236,Mawa (Nigeria),language,extinct,Africa
674,miar1236,Miarrã,language,Unknown,South America
675,indo1329,Indo-European (Unattested),family,Unknown,Eurasia
676,apot1235,Apoto,language,extinct,South America
677,ajas1235,Aja (Sudan),language,shifting,Africa
678,kres1241,Kreshic,family,Unknown,Africa
679,agob1244,Agob-Ende-Kawam,language,not endangered,Papunesia
680,idii1243,Idi-Taeme,language,not endangered,Papunesia
681,chuk1272,Chukotian,family,Unknown,Eurasia
682,kamc1243,Kamchatkan,family,Unknown,Eurasia
683,katl1236,Katla-Julud,family,Unknown,Africa
684,tima1241,Tima,language,shifting,Africa
685,gene1243,General Yokuts,family,Unknown,North America
686,pale1254,Palewyami Yokuts,language,extinct,North America
687,bamb1262,Bambassi,language,shifting,Africa
688,west2445,West Mao,family,Unknown,Africa
689,west2879,Western Nara,dialect,Unknown,Africa
690,east2795,Eastern Nara,dialect,Unknown,Africa
691,east1472,Eastern Keres,language,shifting,North America
692,west2632,Western Keres,language,shifting,North America
693,coch1272,Cochimi,language,extinct,North America
694,yuma1250,Yuman,family,Unknown,North America
695,mada1298,Madang,family,Unknown,Papunesia
696,kain1273,Kainantu-Goroka,family,Unknown,Papunesia
697,cent2116,Asmat-Awyu-Ok,family,Unknown,Papunesia
698,fini1244,Finisterre-Huon,family,Unknown,Papunesia
699,pani1259,Paniai Lakes,family,Unknown,Papunesia
700,bina1276,Greater Binanderean,family,Unknown,Papunesia
701,dani1287,Dani,family,Unknown,Papunesia
702,enga1254,Enga-Kewa-Huli,family,Unknown,Papunesia
703,mekk1240,Mek,family,Unknown,Papunesia
704,cent2120,Chimbu-Wahgi,family,Unknown,Papunesia
705,west2943,West Yámana,dialect,Unknown,South America
706,cent2363,Central Yámana,dialect,Unknown,South America
707,east2853,East Yámana,dialect,Unknown,South America
708,woll1234,Wollaston-South Yámana,dialect,Unknown,South America
709,novi1234,Novial,language,Unknown,Eurasia
710,afri1275,Afrihili,language,Unknown,Africa
711,espe1236,Esperantic,family,Unknown,Eurasia
712,klin1234,Klingon,language,Unknown,North America
713,vola1234,Volapük,language,Unknown,Eurasia
714,roma1338,Romanova,language,Unknown,North America
715,inte1261,Interglossa,language,Unknown,Eurasia
716,inte1260,Interlingue (Occidental),language,Unknown,
717,eska1234,Eskayan,language,extinct,Papunesia
718,inte1239,Interlingua (International Auxiliary Language Association),language,Unknown,Eurasia
719,laad1235,Láadan,language,Unknown,North America
720,mala1549,Malawian Sign Language,language,not endangered,Africa
721,talo1253,Talossan,language,Unknown,North America
722,kota1280,Kotava,language,Unknown,North America
723,inte1263,Interslavic zonal constructed language,language,Unknown,Eurasia
724,dutt1234,Dutton World Speedwords,language,Unknown,Eurasia
725,neoa1234,Neo (Artificial Language),language,Unknown,Eurasia
726,sind1281,Sindarin,language,Unknown,Eurasia
727,efat1240,Efate-group-based Artificial Language,family,Unknown,Papunesia
728,inte1262,Interlingue,language,Unknown,Eurasia
729,lada1245,Ladakhi Sign,language,Unknown,Eurasia
730,lojb1234,Lojban,language,Unknown,North America
731,ling1267,Lingua Franca Nova,language,Unknown,North America
732,brit1244,Brithenig,language,Unknown,Papunesia
733,bala1318,Balaybalan,language,extinct,Eurasia
734,quen1234,Quenya,language,Unknown,Eurasia
735,blis1239,Blissymbols,language,Unknown,Eurasia
736,renn1236,Rennellese Sign Language,language,nearly extinct,Papunesia
737,nisa1239,Nisa-Anasi,language,threatened,Papunesia
738,bauz1241,Bauzi,language,not endangered,Papunesia
739,bura1294,Burate-Wate,family,Unknown,Papunesia
740,wori1246,Woria,language,nearly extinct,Papunesia
741,demi1242,Demisa,language,shifting,Papunesia
742,tefa1238,Tefaro,language,shifting,Papunesia
743,bara1399,Barapasi-Sauri-Kofei,family,Unknown,Papunesia
744,auxi1235,Auxiliary Sign Systems,family,Unknown,Australia
744,auxi1235,Auxiliary Sign Systems,family,Unknown,Eurasia
744,auxi1235,Auxiliary Sign Systems,family,Unknown,North America
745,pidg1253,Pidgin Sign Language,family,Unknown,Eurasia
746,vill1244,Rural Sign Language,family,Unknown,Africa
746,vill1244,Rural Sign Language,family,Unknown,Australia
746,vill1244,Rural Sign Language,family,Unknown,Eurasia
746,vill1244,Rural Sign Language,family,Unknown,North America
746,vill1244,Rural Sign Language,family,Unknown,Papunesia
746,vill1244,Rural Sign Language,family,Unknown,South America
747,fami1234,Family Sign Language,family,Unknown,Africa
748,deaf1237,Deaf Sign Language,family,Unknown,Africa
748,deaf1237,Deaf Sign Language,family,Unknown,Australia
748,deaf1237,Deaf Sign Language,family,Unknown,Eurasia
748,deaf1237,Deaf Sign Language,family,Unknown,North America
748,deaf1237,Deaf Sign Language,family,Unknown,Papunesia
748,deaf1237,Deaf Sign Language,family,Unknown,South America
749,nucl1454,Yawa,language,not endangered,Papunesia
750,sawe1240,Saweru,language,threatened,Papunesia
751,mans1263,Mansinyo,dialect,Unknown,South America
752,solo1241,Soloto,dialect,Unknown,South America
753,jebe1249,Jebel Tekeim,dialect,Unknown,Africa
754,nucl1340,Nuclear Lafofa,dialect,Unknown,Africa
755,jebe1248,Jebel El Amira,dialect,Unknown,Africa
756,sakh1247,Sakhalin Nivkh,language,moribund,Eurasia
757,gily1242,Amur Nivkh,language,moribund,Eurasia
758,nade1244,Nadëb,language,shifting,South America
759,east2549,Eastern Naduhup,family,Unknown,South America
760,sout2758,Southern Tangkic,family,Unknown,Australia
761,lard1243,Lardil,language,nearly extinct,Australia
762,mong1343,Ulmapo,family,Unknown,Papunesia
763,east2864,East Keram,family,Unknown,Papunesia
764,gayo1245,Gayón,dialect,Unknown,South America
765,ayom1234,Ayomán,dialect,Unknown,South America
766,jira1249,Jirajara,dialect,Unknown,South America
767,jeju1234,Jejueo,language,shifting,Eurasia
768,kore1280,Korean,language,not endangered,Eurasia
769,yaqu1250,Yaquina,dialect,Unknown,North America
770,alse1252,Alsea,dialect,Unknown,North America
771,sout2836,South Surmic,family,Unknown,Africa
772,maja1242,Majang,language,not endangered,Africa
773,kair1267,Kairak,language,not endangered,Papunesia
774,qaqe1238,Qaqet,language,shifting,Papunesia
775,mali1284,Mali,language,threatened,Papunesia
776,urap1240,Ura (Papua New Guinea),language,shifting,Papunesia
777,unun9989,Unclassified Baining,family,Unknown,Papunesia
778,simb1259,Simbali,language,not endangered,Papunesia
779,west2432,Western Gunwinyguan,family,Unknown,Australia
780,marn1242,Marne,family,Unknown,Australia
781,gunw1253,Gunwinyguan Bak,family,Unknown,Australia
782,mape1250,Mapena,language,threatened,Papunesia
783,dima1252,Dima,language,not endangered,Papunesia
784,tura1265,Turaka,language,moribund,Papunesia
785,uman1240,Umanakaina,language,not endangered,Papunesia
786,onjo1240,Onjob,language,shifting,Papunesia
787,ginu1240,Ginuman,language,not endangered,Papunesia
788,maiw1251,Maiwa (Papua New Guinea),language,not endangered,Papunesia
789,daga1275,Daga,language,not endangered,Papunesia
790,kana1288,Kanasi,language,not endangered,Papunesia
791,urek1234,Urekena,dialect,Unknown,South America
792,ando1257,Andoke,dialect,Unknown,South America
793,suki1245,Suki,language,not endangered,Papunesia
794,gogo1264,Gogodalic,family,Unknown,Papunesia
795,core1249,Core Siouan,family,Unknown,North America
796,cata1285,Catawban,family,Unknown,North America
797,sanm1288,Migueleño Chiquitano,language,nearly extinct,South America
798,chiq1248,Lomeriano-Ignaciano Chiquitano,language,shifting,South America
799,clas1257,Classical Indo-European,family,Unknown,Africa
799,clas1257,Classical Indo-European,family,Unknown,Australia
799,clas1257,Classical Indo-European,family,Unknown,Eurasia
799,clas1257,Classical Indo-European,family,Unknown,North America
799,clas1257,Classical Indo-European,family,Unknown,Papunesia
799,clas1257,Classical Indo-European,family,Unknown,South America
