pk,id,name,latitude,longitude,speakers_count,father_pk,family_pk,level,child_family_count,child_language_count,child_dialect_count,macroareas,status
1161,tasm1247,Tasmanian,,,,332.0,332.0,language,0,0,0,Australia,extinct
1162,doro1267,Dororo,-8.30556,157.767,,332.0,332.0,language,0,0,0,Papunesia,extinct
1163,kayu1244,Kayu Agung,,,,332.0,332.0,language,0,0,0,,
1164,laop1234,Laopang,20.7809,100.079,9600.0,332.0,332.0,language,0,0,0,Eurasia,not endangered
1165,lowe1441,Lower Pokomo,,,,332.0,332.0,language,0,0,0,,
1166,thul1247,Thu Lao,22.7528,104.251,,332.0,332.0,language,0,0,0,Eurasia,shifting
1167,kuku1279,Kuku-Mangk,-14.2866,141.82399999999996,,332.0,332.0,language,0,0,0,Australia,nearly extinct
1168,yaum1238,Yauma,-15.821495,21.881345,,332.0,332.0,language,0,0,0,Africa,threatened
1169,phan1256,Phangduwali,27.15945,87.35370999999998,,332.0,332.0,language,0,0,0,Eurasia,shifting
1170,lamb1277,Lambichhong,27.0543,87.2168,20000.0,332.0,332.0,language,0,0,0,Eurasia,moribund
1171,dega1238,Degaru,25.0461,86.7694,,332.0,332.0,language,0,0,0,Eurasia,threatened
1172,tawa1289,Tawang Monpa,27.7686,92.1838,,332.0,332.0,language,0,0,0,Eurasia,shifting
1173,lumb1250,Lumba-Yakkha,27.232,87.3146,20000.0,332.0,332.0,language,0,0,0,Eurasia,threatened
1174,nort3249,Northern Zhuang,,,,332.0,332.0,language,0,0,0,,
1175,gugu1257,Gugu Mini,,,,332.0,332.0,language,0,0,0,Australia,extinct
1176,kang1282,Kang,22.4373,100.671,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1177,krui1237,Krui,,,,332.0,332.0,language,0,0,0,,
1178,chet1237,Chetco,42.6864,-124.376,,332.0,332.0,language,0,0,0,North America,extinct
1179,rany1238,Ranya,,,,332.0,332.0,language,0,0,0,Eurasia,
1180,odut1238,Odut,5.20317,8.27253,100000.0,332.0,332.0,language,0,0,0,Africa,moribund
1181,pale1264,Palembang,,,,332.0,332.0,language,0,0,0,,
1182,koho1245,Kohoroxitari,,,,332.0,332.0,language,0,0,0,,
1183,tzot1264,"Tzotzil, Zinacantán",,,,332.0,332.0,language,0,0,0,North America,
1184,mamc1234,"Mam, Central",,,,332.0,332.0,language,0,0,0,North America,
1185,khal1270,Khalaj,36.5317,49.576,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1186,chum1264,Chumash,,,,332.0,332.0,language,0,0,0,North America,
1187,kaki1247,Kakihum,10.8119,5.58853,130000.0,332.0,332.0,language,0,0,0,Africa,
1188,bana1306,Banawá,,,,332.0,332.0,language,0,0,0,,
1189,baku1265,Bakung Kenyah,,,,332.0,332.0,language,0,0,0,,
1190,cata1284,Cataelano Mandaya,7.77188,126.37299999999999,,332.0,332.0,language,0,0,0,Papunesia,
1191,ayic1234,Ayi (China),27.1213,98.8684,,332.0,332.0,language,0,0,0,Eurasia,
1192,thee1240,The,14.6733,106.667,,332.0,332.0,language,0,0,0,Eurasia,
1193,sout3224,Southern Pesisir,,,,332.0,332.0,language,0,0,0,,
1194,bika1251,Bikaru-Bragge,-4.86,142.945,1000.0,332.0,332.0,language,0,0,0,Papunesia,shifting
1195,luaa1235,Lua',19.1198,101.21700000000001,,332.0,332.0,language,0,0,0,Eurasia,
1196,ixil1253,"Ixil, Nebaj",,,,332.0,332.0,language,0,0,0,North America,
1197,jort1240,Jorto,8.93055,9.42486,500.0,332.0,332.0,language,0,0,0,Africa,not endangered
1198,rajb1244,Rajbanshi (Retired),,,,332.0,332.0,language,0,0,0,,
1199,mara1407,Maramba,-4.23908,143.735,8200.0,332.0,332.0,language,0,0,0,Papunesia,not endangered
1200,ahea1240,Ahe,,,,332.0,332.0,language,0,0,0,,
1201,sout2892,South Wemale,-3.2910199999999996,128.547,,332.0,332.0,language,0,0,0,Papunesia,
1202,pamo1255,Pamona (Retired),,,,332.0,332.0,language,0,0,0,,
1203,laos1235,Laos Sign Language,18.387,104.51799999999999,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1204,mina1267,Mina (India),23.7425,74.5977,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1205,bisu1247,Bisu (Retired),,,,332.0,332.0,language,0,0,0,,
1206,saka1300,Sakan,,,,332.0,332.0,language,0,0,0,,
1207,aram1252,Aramanik,-2.90656,37.3491,,332.0,332.0,language,0,0,0,Africa,extinct
1208,foma1238,Foma,0.8803200000000001,24.3202,160000.0,332.0,332.0,language,0,0,0,Africa,not endangered
1209,mamt1234,"Mam, Tajumulco",,,,332.0,332.0,language,0,0,0,North America,
1210,prov1247,Provençal (Retired),,,,332.0,332.0,language,0,0,0,,
1211,sava1244,Savara,18.7302,84.1414,,332.0,332.0,language,0,0,0,Eurasia,
1212,uppe1424,Upper Tanudan Kalinga,17.2143,121.20200000000001,,332.0,332.0,language,0,0,0,Papunesia,
1213,baga1271,Baga Kaloum,9.951,-12.887,,332.0,332.0,language,0,0,0,Africa,extinct
1214,lenc1244,Lenca,13.9278,-88.0422,,332.0,332.0,language,0,0,0,North America,extinct
1215,buga1251,Bugan (Retired),,,,332.0,332.0,language,0,0,0,Eurasia,
1216,ling1261,Lingaayat,,,,332.0,332.0,language,0,0,0,Eurasia,
1217,ting1238,Tingui-Boto,-11.5816,-37.538000000000004,,332.0,332.0,language,0,0,0,South America,extinct
1218,emok1238,Emok,-24.9202,-57.8892,,332.0,332.0,language,0,0,0,South America,extinct
1219,imer1236,Imeraguen,18.37331,-16.347260000000002,,332.0,332.0,language,0,0,0,Africa,
1220,muji1236,Muji Yi,,,,332.0,332.0,language,0,0,0,,
1221,chit1285,Chittagonian (Retired),,,13000000.0,332.0,332.0,language,0,0,0,,
1222,garr1261,Garreh-Ajuran,,,,332.0,332.0,language,0,0,0,,
1223,mamt1235,"Mam, Todos Santos Cuchumatán",,,,332.0,332.0,language,0,0,0,North America,
1224,mala1546,Malay (individual language),,,,332.0,332.0,language,0,0,0,,
1225,muko1237,Muko-Muko,,,,332.0,332.0,language,0,0,0,,
1226,poka1242,Pokangá,0.35794000000000004,-69.5607,,332.0,332.0,language,0,0,0,South America,moribund
1227,sout3222,Southwest Gbaya (Retired),,,,332.0,332.0,language,0,0,0,,
1228,anca1236,Áncá,6.66524,11.1087,,332.0,332.0,language,0,0,0,Africa,not endangered
1229,xinc1247,Xinca,14.3103,-89.8235,,332.0,332.0,language,0,0,0,North America,extinct
1230,chor1275,Chorotega,10.8154,-85.1228,,332.0,332.0,language,0,0,0,North America,extinct
1231,mund1339,Mundari (Retired),,,,332.0,332.0,language,0,0,0,,
1232,kaqc1279,"Kaqchikel, Western",,,,332.0,332.0,language,0,0,0,North America,
1233,yend1240,Yendang (Retired),9.0159,12.1396,,332.0,332.0,language,0,0,0,Africa,
1234,omat1240,Omati,-7.39808,144.005,,332.0,332.0,language,0,0,0,Papunesia,
1235,poqo1255,"Poqomam, Southern",,,,332.0,332.0,language,0,0,0,North America,
1236,tiju1234,Tijuana Sign Language,,,,332.0,332.0,language,0,0,0,North America,
1237,tanj1248,Tanjong,,,,332.0,332.0,language,0,0,0,,
1238,nort3144,Northwestern Tamang,27.9087,85.1648,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1239,nyen1255,Nyeng,,,,332.0,332.0,language,0,0,0,Africa,
1240,aiku1240,Aiku,,,960.0,332.0,332.0,language,0,0,0,,
1241,tune1241,Tunen (Retired),4.75,10.67,,332.0,332.0,language,0,0,0,Africa,
1242,dara1255,Darang Deng,,,,332.0,332.0,language,0,0,0,,
1243,geya1234,Gey,9.37513,13.5809,,332.0,332.0,language,0,0,0,Africa,
1244,kofa1236,Kofa,9.76068,12.8757,150000.0,332.0,332.0,language,0,0,0,Africa,threatened
1245,mask1241,Maskoy Pidgin,-22.234,-61.901,,332.0,332.0,language,0,0,0,South America,
1246,auve1240,Auvergnat,,,80000.0,332.0,332.0,language,0,0,0,,
1247,tarp1241,Sufrai,,,630.0,332.0,332.0,language,0,0,0,,
1248,sara1350,Sarawak Bisaya,,,,332.0,332.0,language,0,0,0,,
1249,mawa1271,Mawayana,1.98815,-58.5046,2.0,332.0,332.0,language,0,0,0,South America,nearly extinct
1250,kaqc1276,"Kaqchikel, Santa María de Jesús",,,,332.0,332.0,language,0,0,0,North America,
1251,fumm1238,Fum,6.66524,11.1087,,332.0,332.0,language,0,0,0,Africa,not endangered
1252,lama1290,Lamam,14.3658,107.336,,332.0,332.0,language,0,0,0,Eurasia,
1253,pona1251,Ponares,4.83332,-71.5,,332.0,332.0,language,0,0,0,South America,extinct
1254,cona1234,Con,20.6442,100.904,2400.0,332.0,332.0,language,0,0,0,Eurasia,threatened
1255,yidd1241,Yiddish Sign Language,31.7342,34.7818,,332.0,332.0,language,0,0,0,Eurasia,
1256,wume1236,Wumeng Yi,,,,332.0,332.0,language,0,0,0,,
1257,euro1250,Europanto,,,,332.0,332.0,language,0,0,0,,
1258,ixil1252,"Ixil, Chajul",,,,332.0,332.0,language,0,0,0,North America,
1259,subi1247,Subi,-2.93387,31.3594,,332.0,332.0,language,0,0,0,Africa,threatened
1260,shua1252,Shuadit,44.1692,5.0660099999999995,,332.0,332.0,language,0,0,0,Eurasia,extinct
1261,kari1309,Karipuna do Amapa,-2.92,-52.42,1500.0,332.0,332.0,language,0,0,0,South America,extinct
1262,mada1299,Madang (Malaysia),,,,332.0,332.0,language,0,0,0,,
1263,occi1241,Occidental,,,,332.0,332.0,language,0,0,0,,
1264,omej1234,Omejes,0.9999899999999999,-70.0,,332.0,332.0,language,0,0,0,South America,extinct
1265,kahu1242,Kahumamahon Saluan,,,,332.0,332.0,language,0,0,0,,
1266,gowl1242,Gowlan,21.5096,77.2647,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1267,guli1244,Guliguli,-8.10266,157.564,,332.0,332.0,language,0,0,0,Papunesia,extinct
1268,alag1249,Alaguilac,,,,332.0,332.0,language,0,0,0,North America,
1269,naxi1246,Naxi (Retired),27.45988,100.18172,,332.0,332.0,language,0,0,0,Eurasia,
1270,soul1243,Souletin Basque,,,,332.0,332.0,language,0,0,0,,
1271,puko1234,Pu Ko,20.2551,101.73100000000001,,332.0,332.0,language,0,0,0,Eurasia,
1272,lahu1255,Lahu Shi (Retired),,,,332.0,332.0,language,0,0,0,,
1273,maha1308,Mahakam Kenyah,,,,332.0,332.0,language,0,0,0,,
1274,sind1280,Sindang Kelingi,,,,332.0,332.0,language,0,0,0,,
1275,thud1238,Thudam,27.7678,87.6189,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1276,walo1239,Walo Kumbe Dogon,,,,332.0,332.0,language,0,0,0,Africa,
1277,baba1273,Babalia Creole Arabic,12.7617,16.6925,,332.0,332.0,language,0,0,0,Africa,shifting
1278,belg1241,Belgian Sign Language,,,,332.0,332.0,language,0,0,0,,
1279,buya1245,Buya,-4.90828,26.298000000000002,10000.0,332.0,332.0,language,0,0,0,Africa,
1280,kham1280,Khamla,,,,332.0,332.0,language,0,0,0,Eurasia,
1281,zarp1238,Zarphatic,45.5627,4.38771,,332.0,332.0,language,0,0,0,Eurasia,extinct
1282,jaru1257,Jaruára,,,1080.0,332.0,332.0,language,0,0,0,,
1283,west2863,Western Frisian (Retired),,,470000.0,332.0,332.0,language,0,0,0,,
1284,yang1301,Yangbye,18.524,94.2543,810000.0,332.0,332.0,language,0,0,0,Eurasia,
1285,gema1236,Geman Deng,,,,332.0,332.0,language,0,0,0,,
1286,beti1250,Beti (Cameroon),3.22265,11.6896,,332.0,332.0,language,0,0,0,Africa,
1287,sout3125,Southern Betsimisaraka Malagasy (Retired),-20.8687,48.1108,,332.0,332.0,language,0,0,0,Africa,
1288,caru1240,Carútana,,,,332.0,332.0,language,0,0,0,,
1289,maya1286,"Maya, Chan Santa Cruz",,,,332.0,332.0,language,0,0,0,North America,
1290,poqo1257,"Poqomam, Eastern",,,,332.0,332.0,language,0,0,0,North America,
1291,buma1247,Bumang,23.02,103.34,200.0,332.0,332.0,language,0,0,0,Eurasia,shifting
1292,desi1235,Desiya,18.965,82.646,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1293,ahir1243,Ahirani,21.552,73.685,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1294,puto1237,Putoh,3.42467,116.443,,332.0,332.0,language,0,0,0,Papunesia,threatened
1295,noot1239,Nootka,49.6212,-126.086,,332.0,332.0,language,0,0,0,North America,
1296,kaqc1272,"Kaqchikel, South Central",,,,332.0,332.0,language,0,0,0,North America,
1297,takp1246,Takpa (Retired),28.1652,88.4254,,332.0,332.0,language,0,0,0,Eurasia,
1298,nort3250,North Korowai,,,,332.0,332.0,language,0,0,0,,
1299,gasc1241,Gascon (Retired),,,,332.0,332.0,language,0,0,0,,
1300,bemb1258,Bemba (Democratic Republic of Congo),-10.0,28.08,,332.0,332.0,language,0,0,0,Africa,
1301,sana1281,Sanapaná (Retired),-22.114539999999998,-58.906980000000004,,332.0,332.0,language,0,0,0,South America,
1302,amer1256,Amerax,,,,332.0,332.0,language,0,0,0,,
1303,toal1234,Toala',,,,332.0,332.0,language,0,0,0,Papunesia,
1304,yosa1234,Yos,25.4364,95.7566,,332.0,332.0,language,0,0,0,Eurasia,
1305,song1304,Songa,-4.01205,26.016,,332.0,332.0,language,0,0,0,Africa,
1306,adab1235,Adabe,-8.22674,125.57600000000001,11000.0,332.0,332.0,language,0,0,0,Papunesia,not endangered
1307,kolu1247,Kolum So Dogon,14.3617,-3.8795,,332.0,332.0,language,0,0,0,Africa,
1308,kabi1264,Kabixí,-14.2403,-58.9931,,332.0,332.0,language,0,0,0,South America,extinct
1309,gela1261,Gelao,26.1545,106.235,7900.0,332.0,332.0,language,0,0,0,Eurasia,
1310,siki1239,Sikiana,3.01294,-57.9221,33.0,332.0,332.0,language,0,0,0,South America,shifting
1311,vatr1237,Vatrata,-13.83,167.42,,332.0,332.0,language,0,0,0,Papunesia,
1312,nand1263,Nand,,,,332.0,332.0,language,0,0,0,Eurasia,
1313,amik1238,Amikoana,,,,332.0,332.0,language,0,0,0,,
1314,tape1236,Tapeba,-4.99999,-40.3333,,332.0,332.0,language,0,0,0,South America,extinct
1315,itut1240,Itutang,,,,332.0,332.0,language,0,0,0,,
1316,ipek1240,Ipeka-Tapuia,,,,332.0,332.0,language,0,0,0,,
1317,land1262,Land Dayak (Retired),,,,332.0,332.0,language,0,0,0,,
1318,chip1236,Chipiajes,3.08332,-71.1667,,332.0,332.0,language,0,0,0,South America,extinct
1319,konk1268,Kon Keu,21.6369,100.27799999999999,1000.0,332.0,332.0,language,0,0,0,Eurasia,threatened
1320,baga1274,Baga Sobané,9.98865,-13.9054,,332.0,332.0,language,0,0,0,Africa,extinct
1321,pars1252,Parsi-Dari,32.994,58.623999999999995,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1322,orok1270,Orokaiva (Retired),,,,332.0,332.0,language,0,0,0,,
1323,kati1278,Katingan,,,,332.0,332.0,language,0,0,0,,
1324,mawa1268,Mawakwa,3.11,-66.238404,,332.0,332.0,language,0,0,0,South America,extinct
1325,kemi1240,Kemiehua,22.0603,101.14399999999999,,332.0,332.0,language,0,0,0,Eurasia,threatened
1326,tzot1260,"Tzotzil, San Andrés Larrainzar",,,,332.0,332.0,language,0,0,0,North America,
1327,mahe1238,Mahei,21.6558,100.01700000000001,,332.0,332.0,language,0,0,0,Eurasia,
1328,suba1254,Suba (Retired),,,,332.0,332.0,language,0,0,0,,
1329,lang1334,Languedocien,,,,332.0,332.0,language,0,0,0,,
1330,daya1245,Dayao Yi,,,,332.0,332.0,language,0,0,0,,
1331,kann1253,"Kurumba, Kannada",11.3824,76.5256,24189.0,332.0,332.0,language,0,0,0,Eurasia,not endangered
1332,kich1264,"K'iche', Cunén",,,,332.0,332.0,language,0,0,0,North America,
1333,chol1285,"Chol, Tila",,,,332.0,332.0,language,0,0,0,North America,
1334,cagu1236,Cagua,3.99999,-74.0,,332.0,332.0,language,0,0,0,South America,extinct
1335,khlo1239,Khlor,15.6415,106.60600000000001,,332.0,332.0,language,0,0,0,Eurasia,threatened
1336,ling1268,Lingkhim,26.991999999999997,87.9992,,332.0,332.0,language,0,0,0,Eurasia,
1337,kaqc1271,"Kaqchikel, Yepocapa Southwestern",,,,332.0,332.0,language,0,0,0,North America,
1338,geng1243,Gengle,8.8956,11.9527,5000.0,332.0,332.0,language,0,0,0,Africa,not endangered
1339,nort3251,Northern Nambikuára,,,,332.0,332.0,language,0,0,0,,
1340,kamb1287,Kamba (Brazil),-18.8333,-57.3333,5900.0,332.0,332.0,language,0,0,0,South America,
1341,wasu1256,Wasulu (Retired),,,,332.0,332.0,language,0,0,0,Africa,
1342,lach1251,Lachirioag Zapotec,,,,332.0,332.0,language,0,0,0,,
1343,mimi1246,Mimi,,,,332.0,332.0,language,0,0,0,,
1344,sout3225,Southern Marakwet,,,,332.0,332.0,language,0,0,0,,
1345,sela1262,Selako,,,,332.0,332.0,language,0,0,0,,
1346,yamo1246,Yamongeri,-0.2424800000000001,22.3073,,332.0,332.0,language,0,0,0,Africa,not endangered
1347,yugh1240,Yugh (Retired),60.87784,89.74791,,332.0,332.0,language,0,0,0,Eurasia,extinct
1348,patl1234,Patla-Chicontla Totonac,,,,332.0,332.0,language,0,0,0,,
1349,gabu1248,Gabutamon,-5.8075,146.621,,332.0,332.0,language,0,0,0,Papunesia,
1350,teke1279,Teke-Nzikou,-2.6526099999999997,15.2047,,332.0,332.0,language,0,0,0,Africa,threatened
1351,kaqc1275,"Kaqchikel, Northern",,,,332.0,332.0,language,0,0,0,North America,
1352,khia1237,Khiamniungan Naga (Retired),,,,332.0,332.0,language,0,0,0,,
1353,mirg1238,Mirgan,23.43055,81.33599,60000.0,332.0,332.0,language,0,0,0,Eurasia,not endangered
1354,khao1244,Khao,21.4543,103.46700000000001,14000.0,332.0,332.0,language,0,0,0,Eurasia,not endangered
1355,fore1268,Forest Maninka,9.49685,-7.531510000000001,,332.0,332.0,language,0,0,0,Africa,
1356,moin1242,Moinba,,,,332.0,332.0,language,0,0,0,,
1357,adap1234,Adap,27.141,90.3369,,332.0,332.0,language,0,0,0,Eurasia,
1358,dhan1267,Dhanwar (India),23.0613,83.1644,,332.0,332.0,language,0,0,0,Eurasia,
1359,ndeg1238,Nde-Gbite,7.065,10.47,,332.0,332.0,language,0,0,0,Africa,not endangered
1360,tush1243,Tushan Names,,,,332.0,332.0,language,0,0,0,Eurasia,extinct
1361,adze1241,Adzera (Retired),,,30000.0,332.0,332.0,language,0,0,0,,
1362,laba1241,Laba,1.66675,127.583,,332.0,332.0,language,0,0,0,Papunesia,threatened
1363,uppe1459,Upper Baram Kenyah,,,,332.0,332.0,language,0,0,0,,
1364,kaqc1278,"Kaqchikel, Santo Domingo Xenacoj",,,,332.0,332.0,language,0,0,0,North America,
1365,buso1242,Buso,12.5008,17.6011,17000.0,332.0,332.0,language,0,0,0,Africa,moribund
1366,buxi1237,Buxinhua,,,,332.0,332.0,language,0,0,0,,
1367,mali1287,Maligo,-7.93095,15.7421,,332.0,332.0,language,0,0,0,Africa,
1368,aghu1256,Aghu Tharnggalu (Retired),-15.0,144.0,,332.0,332.0,language,0,0,0,Australia,extinct
1369,kior1239,Kiorr,21.0684,101.211,2400.0,332.0,332.0,language,0,0,0,Eurasia,threatened
1370,yuan1242,Yuanjiang-Mojiang Yi,,,,332.0,332.0,language,0,0,0,,
1371,lint1237,Lintang,,,,332.0,332.0,language,0,0,0,,
1372,taen1234,Taensa,,,,332.0,332.0,language,0,0,0,North America,
1373,ides1238,Idesa,7.34629,6.2929,25000.0,332.0,332.0,language,0,0,0,Africa,not endangered
1374,yari1235,Yarí,1.4301700000000002,-74.3715,,332.0,332.0,language,0,0,0,South America,
1375,foia1236,Foia Foia,,,180.0,332.0,332.0,language,0,0,0,Papunesia,not endangered
1376,arak1256,Arakanese,,,1000000.0,332.0,332.0,language,0,0,0,,
1377,aari1240,Aariya,,,,332.0,332.0,language,0,0,0,Eurasia,
1378,seru1247,Seru,1.73885,112.133,,332.0,332.0,language,0,0,0,Papunesia,extinct
1379,kunf1238,Kunfal,,,,332.0,332.0,language,0,0,0,,
1380,hmon1338,Hmong Njua (Retired),,,,332.0,332.0,language,0,0,0,,
1381,enim1238,Enim,,,,332.0,332.0,language,0,0,0,,
1382,pula1268,Pula Yi,,,,332.0,332.0,language,0,0,0,,
1383,cume1234,Cumeral,2.83332,-69.5,,332.0,332.0,language,0,0,0,South America,extinct
1384,lema1244,Lematang,,,,332.0,332.0,language,0,0,0,,
1385,sera1272,Serawai,,,,332.0,332.0,language,0,0,0,,
1386,puwa1234,Puwa Yi,,,,332.0,332.0,language,0,0,0,,
1387,urad1239,Uradhi,-12.0679,142.135,,332.0,332.0,language,0,0,0,Australia,nearly extinct
1388,seme1248,Semendo,,,,332.0,332.0,language,0,0,0,,
1389,kung1262,Kunggara,-17.625529999999994,141.1441,,332.0,332.0,language,0,0,0,Australia,nearly extinct
1390,tzot1262,"Tzotzil, Chamula",,,,332.0,332.0,language,0,0,0,North America,
1391,horu1241,Horuru,-3.12875,129.387,,332.0,332.0,language,0,0,0,Papunesia,
1392,gamo1244,Gamo-Gofa-Dawro,6.57645,37.1381,2015000.0,332.0,332.0,language,0,0,0,Africa,
1393,beng1290,Bengkulu,,,,332.0,332.0,language,0,0,0,,
1394,kisa1264,Kisankasa,-2.7804849999999997,36.59766000000001,79000.0,332.0,332.0,language,0,0,0,Africa,shifting
1395,ying1248,Yinglish,,,,332.0,332.0,language,0,0,0,,
1396,koko1273,Koko Babangk,,,,332.0,332.0,language,0,0,0,Australia,extinct
1397,khua1243,Khua,17.402,106.021,,332.0,332.0,language,0,0,0,Eurasia,not endangered
1398,kaqc1274,"Kaqchikel, Southern",,,,332.0,332.0,language,0,0,0,North America,
1399,kuku1286,Kukura,,,,332.0,332.0,language,0,0,0,South America,extinct
1400,tzel1255,"Tzeltal, Bachajón",,,,332.0,332.0,language,0,0,0,North America,
1401,sang1338,Sangab Mandaya,7.39531,126.40899999999999,,332.0,332.0,language,0,0,0,Papunesia,
1402,sout3129,Southern Lolopo,23.846999999999998,100.89,,332.0,332.0,language,0,0,0,Eurasia,threatened
1403,palu1254,Palu,18.5,97.1666,,332.0,332.0,language,0,0,0,Eurasia,
1404,elpa1240,Elpaputih,-3.0780000000000003,128.263,,332.0,332.0,language,0,0,0,Papunesia,
1405,shak1238,Shakara,,,,332.0,332.0,language,0,0,0,Africa,
1406,pars1251,Parsi,20.625,74.438,,332.0,332.0,language,0,0,0,Eurasia,threatened
