pk,id,name,latitude,longitude,speakers_count,father_pk,family_pk,level,child_family_count,child_language_count,child_dialect_count,macroareas,status
16357,pand1263,Panda,,,,13766.0,69.0,dialect,0,0,0,Africa,
16358,koro1302,Koron Ache,,,,13767.0,69.0,dialect,0,0,0,Africa,
16359,ejar1238,Ejar,,,,13767.0,69.0,dialect,0,0,0,Africa,
16360,koro1303,Koron Panda,,,,13767.0,69.0,dialect,0,0,0,Africa,
16361,alum1247,Alumu,,,,13774.0,69.0,dialect,0,0,0,Africa,
16362,tesu1244,Tesu,,,,13774.0,69.0,dialect,0,0,0,Africa,
16363,itar1241,Itarok Oga Asa,,,,13787.0,69.0,dialect,0,0,0,Africa,
16364,itar1242,Itarok,,,,13787.0,69.0,dialect,0,0,0,Africa,
16365,igya1238,Igyang,,,,13787.0,69.0,dialect,0,0,0,Africa,
16366,izin1238,Izini,,,,13787.0,69.0,dialect,0,0,0,Africa,
16367,sely1241,Selyer,,,,13787.0,69.0,dialect,0,0,0,Africa,
16368,ined1238,Inedua,,,,13819.0,69.0,dialect,0,0,0,Africa,
16369,zara1246,Zarama,,,,13819.0,69.0,dialect,0,0,0,Africa,
16370,ogua1239,Ogua,,,,13819.0,69.0,dialect,0,0,0,Africa,
16371,edir1242,Ediro,,,,13819.0,69.0,dialect,0,0,0,Africa,
16372,atal1239,Atala,,,,13820.0,69.0,dialect,0,0,0,Africa,
16373,usok1238,Usokun,,,,13820.0,69.0,dialect,0,0,0,Africa,
16374,ekpo1238,Ekpon,,,,13822.0,69.0,dialect,0,0,0,Africa,
16375,igue1238,Igueben,,,,13822.0,69.0,dialect,0,0,0,Africa,
16376,ikhi1234,Ikhin-Arokho,7.1462020000000015,5.936957,,13824.0,69.0,language,0,0,0,Africa,not endangered
16377,emai1241,Emai-Iuleha-Ora,7.090889999999999,5.84494,100000.0,13824.0,69.0,language,0,0,4,Africa,not endangered
16378,unem1238,Uneme,6.97237,6.13427,20000.0,13825.0,69.0,language,0,0,0,Africa,threatened
16379,yekh1238,Yekhee,7.10204,6.44919,270000.0,13825.0,69.0,language,0,0,8,Africa,not endangered
16380,west2472,Western Okpamheri,,,,13828.0,69.0,dialect,0,0,17,Africa,
16381,emha1238,Emhalhe,,,,13828.0,69.0,dialect,0,0,0,Africa,
16382,okul1238,Okulosho,,,,13828.0,69.0,dialect,0,0,5,Africa,
16383,akuk1235,Akuku,7.40354,6.34264,,13829.0,69.0,language,0,0,0,Africa,not endangered
16384,okpe1249,Okpe (Northwestern Edo),7.29515,6.24719,8700.0,13829.0,69.0,language,0,0,0,Africa,not endangered
16385,ukue1238,Ukue,7.41643,5.85139,14000.0,13832.0,69.0,language,0,0,0,Africa,not endangered
16386,ehue1238,Ehueun,7.4509979999999985,5.858846,14000.0,13832.0,69.0,language,0,0,0,Africa,not endangered
16387,enwa1246,Enwan (Edu State),7.1531600000000015,6.0739300000000025,14000.0,13834.0,69.0,language,0,0,0,Africa,not endangered
16388,ikpe1243,Ikpeshi,7.04475,6.17647,5300.0,13834.0,69.0,language,0,0,0,Africa,not endangered
16389,ivbi1241,Ivbie North-Okpela-Arhe,7.15307,6.21209,20000.0,13834.0,69.0,language,0,0,3,Africa,not endangered
16390,sasa1247,Sasaru,7.06193,6.07531,13000.0,13835.0,69.0,language,0,0,0,Africa,not endangered
16391,igwe1238,Igwe,7.10878,6.08157,48000.0,13835.0,69.0,language,0,0,0,Africa,not endangered
16392,kura1248,Kura Ede Nago,9.43401,1.49505,,13837.0,69.0,language,0,0,0,Africa,not endangered
16393,sout3187,Southwestern Ede,,,,13837.0,69.0,family,0,4,5,Africa,
16394,sout3186,Southeastern Ede,,,,13838.0,69.0,family,2,5,20,"Africa, North America",
16395,edec1238,Ede Cabe,7.78176,2.48128,,13838.0,69.0,language,0,0,0,Africa,not endangered
16396,budo1240,Budon Kakanda,,,,13841.0,69.0,dialect,0,0,0,Africa,
16397,gban1262,Gbanmi-Sokun Kakanda,,,,13841.0,69.0,dialect,0,0,0,Africa,
16398,dibo1247,Dibo,9.0611,6.3731,100000.0,13843.0,69.0,language,0,0,0,Africa,not endangered
16399,kami1262,Kami-Abawa,,,,13843.0,69.0,family,0,2,2,Africa,
16400,nyok1242,Nyo-Kana,,,,13864.0,69.0,dialect,0,0,0,Africa,
16401,nork1238,Norkhana,,,,13864.0,69.0,dialect,0,0,0,Africa,
16402,kenk1238,Ken-Khana,,,,13864.0,69.0,dialect,0,0,0,Africa,
16403,babb1238,Babbe,,,,13864.0,69.0,dialect,0,0,0,Africa,
16404,boue1238,Boúe,,,,13864.0,69.0,dialect,0,0,0,Africa,
16405,yegh1238,Yeghe,,,,13864.0,69.0,dialect,0,0,0,Africa,
16406,orin1239,Oring,6.6875300000000015,8.12005,75000.0,13870.0,69.0,language,0,0,3,Africa,not endangered
16407,kuke1241,Kukele-Uzekwe,,,,13870.0,69.0,family,0,2,3,Africa,
16408,kohu1243,Kohumonoic,,,,13871.0,69.0,family,0,3,7,Africa,
16409,ubag1245,Ubaghara,5.7234300000000005,7.96439,30000.0,13871.0,69.0,language,0,0,5,Africa,not endangered
16410,legb1241,Legboic,,,,13872.0,69.0,family,1,3,0,Africa,
16411,cros1244,Cross River Mbembe,6.1692599999999995,8.23592,100000.0,13872.0,69.0,language,0,0,8,Africa,not endangered
16412,olul1246,Olulumo,,,,13873.0,69.0,dialect,0,0,0,Africa,
16413,ikom1244,Ikom,,,,13873.0,69.0,dialect,0,0,0,Africa,
16414,okun1240,Okuni,,,,13873.0,69.0,dialect,0,0,0,Africa,
16415,lubi1239,Lubila-Lokaa,,,,13874.0,69.0,family,0,2,0,Africa,
16416,loka1252,Lokaa,5.91483,8.0933,120000.0,13874.0,69.0,language,0,0,2,Africa,not endangered
16417,itak1238,Itak,,,,13882.0,69.0,dialect,0,0,0,Africa,
16418,nsit1238,Nsit,,,,13882.0,69.0,dialect,0,0,0,Africa,
16419,cent2030,Central Ibibio,,,,13882.0,69.0,dialect,0,0,0,Africa,
16420,enyo1238,Enyong,,,,13882.0,69.0,dialect,0,0,0,Africa,
16421,ukan1238,Ukanafun,,,,13884.0,69.0,dialect,0,0,0,Africa,
16422,abak1242,Abak,,,,13884.0,69.0,dialect,0,0,0,Africa,
16423,ikot1238,Ikot Ekpene,,,,13884.0,69.0,dialect,0,0,0,Africa,
16424,como1258,Como Karim,8.866010000000003,10.815999999999999,11000.0,13902.0,69.0,language,0,0,0,Africa,not endangered
16425,jiru1238,Jiru,8.64125,10.5872,3400.0,13902.0,69.0,language,0,0,0,Africa,not endangered
16426,shoo1247,Shoo-Minda-Nye,8.92577,10.9642,10000.0,13902.0,69.0,language,0,0,4,Africa,not endangered
16427,jana1236,Jan-Awei,9.661135,11.384125,12.0,13904.0,69.0,language,0,0,0,Africa,extinct
16428,wapa1235,Wapan,7.9786199999999985,9.832989999999999,100000.0,13904.0,69.0,language,0,0,2,Africa,not endangered
16429,kona1244,Kona,,,,13904.0,69.0,family,0,2,2,Africa,
16430,waph1238,Wãpha,9.10829,9.90381,1600.0,13905.0,69.0,language,0,0,0,Africa,shifting
16431,jibu1241,Jibuic,,,,13905.0,69.0,family,0,2,5,Africa,
16432,ereg1239,Eregba,,,,13911.0,69.0,dialect,0,0,0,Africa,
16433,kent1256,Kente,,,,13911.0,69.0,dialect,0,0,0,Africa,
16434,apaa1238,Apa,,,,13911.0,69.0,dialect,0,0,0,Africa,
16435,kumb1279,Kumbo-Takum,,,,13913.0,69.0,dialect,0,0,2,Africa,
16436,dong1291,Donga,,,,13913.0,69.0,dialect,0,0,0,Africa,
16437,waya1265,Wayam-Rubu,,,,13916.0,69.0,dialect,0,0,0,Africa,
16438,supa1245,Supana,,,,13916.0,69.0,dialect,0,0,0,Africa,
16439,mada1283,Madaka,,,,13916.0,69.0,dialect,0,0,0,Africa,
16440,aweg1238,Awege,,,,13918.0,69.0,dialect,0,0,0,Africa,
16441,cans1238,Cansu,,,,13918.0,69.0,dialect,0,0,0,Africa,
16442,akwa1247,Akwa (Nigeria),,,,13918.0,69.0,dialect,0,0,0,Africa,
16443,aseb1238,Asebi,,,,13918.0,69.0,dialect,0,0,0,Africa,
16444,cama1248,Camajere,,,,13918.0,69.0,dialect,0,0,0,Africa,
16445,cage1238,Cagere,,,,13918.0,69.0,dialect,0,0,0,Africa,
16446,azhi1238,Azhiga,,,,13918.0,69.0,dialect,0,0,0,Africa,
16447,caun1238,Caundu,,,,13918.0,69.0,dialect,0,0,0,Africa,
16448,ubwe1238,Ubwebwe,,,,13918.0,69.0,dialect,0,0,0,Africa,
16449,rogo1239,Rogo-Sagamuk-Sama-Sambuga,,,,13921.0,69.0,family,1,3,3,Africa,
16450,cind1241,Yara,10.3419,5.8421199999999995,45000.0,13921.0,69.0,language,0,0,3,Africa,not endangered
16451,cish1238,Western-Kambari-Cishingini,9.88458,4.48564,200000.0,13922.0,69.0,language,0,0,1,Africa,not endangered
16452,tsik1238,Tsikimba,9.60496,4.88739,100000.0,13922.0,69.0,language,0,0,2,Africa,not endangered
16453,tsis1238,Salka-Tsishingini,10.2882,5.11073,,13923.0,69.0,language,0,0,1,Africa,not endangered
16454,baan1242,Baangi,10.8083,5.7261,15000.0,13923.0,69.0,language,0,0,0,Africa,not endangered
16455,tsuv1239,Tsuvadi,10.8421,5.22095,130000.0,13923.0,69.0,language,0,0,0,Africa,not endangered
16456,west2471,Western Duka,,,,13925.0,69.0,dialect,0,0,0,Africa,not endangered
16457,east2402,Eastern Duka,,,,13925.0,69.0,dialect,0,0,0,Africa,not endangered
16458,kagf1238,Ut-Main,11.5319,4.8387,36000.0,13926.0,69.0,language,0,0,8,Africa,not endangered
16459,gwam1244,Gwamhi-Wuri,11.8081,5.07897,16000.0,13926.0,69.0,language,0,0,2,Africa,threatened
16460,adom1238,Adoma,,,,13928.0,69.0,dialect,0,0,0,Africa,
16461,riba1245,Ribah,,,,13928.0,69.0,dialect,0,0,0,Africa,
16462,daba1244,Dabai,,,,13928.0,69.0,dialect,0,0,0,Africa,
16463,lila1245,Lila,,,,13928.0,69.0,dialect,0,0,0,Africa,
16464,basa1281,Basa-Gurmana,10.2488,6.74865,2000.0,13929.0,69.0,language,0,0,0,Africa,threatened
16465,gumn1234,Gumna-Kontagora,,,,13929.0,69.0,family,0,2,0,Africa,
16466,nort3210,Northern Jos,,,,13931.0,69.0,family,7,15,12,Africa,
16467,kaur1268,Kauru,,,,13931.0,69.0,family,0,6,2,Africa,
16468,amoo1242,Amo,10.3229,8.65405,12000.0,13931.0,69.0,language,0,0,0,Africa,not endangered
16469,atsa1241,Atsam,9.95914,8.48301,30000.0,13932.0,69.0,language,0,0,0,Africa,not endangered
16470,piti1243,Piti,10.1361,8.470369999999999,8100.0,13932.0,69.0,language,0,0,1,Africa,shifting
16471,nkon1245,Nkonya-Nkami,7.2031600000000005,0.3209,28000.0,13939.0,69.0,family,0,2,0,Africa,not endangered
16472,otin1234,Oti North Guang,,,,13939.0,69.0,family,6,10,8,Africa,
16473,nter1234,Nterato,8.831601,0.097933,2.0,13939.0,69.0,language,0,0,0,Africa,extinct
16474,gonj1242,Gonja-Dompo,,,,13939.0,69.0,family,0,2,2,Africa,
16475,awut1241,Awutu,5.42441,-0.59545,180000.0,13940.0,69.0,language,0,0,3,Africa,shifting
16476,hill1256,Hill South Guang,,,,13940.0,69.0,family,1,3,2,Africa,
16477,nort2767,Northern Bia,,,,13941.0,69.0,family,1,5,11,Africa,
16478,sout2779,Southern Bia,,,,13941.0,69.0,family,1,3,3,Africa,
16479,akan1250,Akan,6.34756,-1.33254,11000000.0,13942.0,69.0,language,0,0,10,Africa,not endangered
16480,wasa1244,Wasa,5.74109,-2.1602799999999998,,13942.0,69.0,language,0,0,2,Africa,not endangered
16481,abro1238,Abron,7.72094,-2.5028900000000003,1400000.0,13942.0,69.0,language,0,0,0,Africa,not endangered
16482,vlin1238,Vhlin,,,,13967.0,69.0,dialect,0,0,0,Africa,
16483,gbin1238,Gbin (Ewe),,,,13967.0,69.0,dialect,0,0,0,Africa,
16484,kpel1251,Kpelen,,,,13967.0,69.0,dialect,0,0,0,Africa,
16485,hooo1250,Ho (Ghana),,,,13967.0,69.0,dialect,0,0,0,Africa,
16486,qian1260,Qianxi,,,,13977.0,115.0,dialect,0,0,0,Eurasia,
16487,qian1266,Qianzhong,,,,13977.0,115.0,dialect,0,0,0,Eurasia,
16488,qian1265,Qiannan,,,,13977.0,115.0,dialect,0,0,0,Eurasia,
16489,eeee1240,E,24.7262,109.06299999999999,30000.0,13988.0,115.0,language,0,0,0,Eurasia,threatened
16490,sput1235,Southwestern Thai PH,,,,14000.0,115.0,family,3,7,12,Eurasia,
16491,sout2743,Southwestern Tai P,,,,14000.0,115.0,family,11,25,15,Eurasia,
16492,aouu1238,Nuclear A'ou,,,,14020.0,115.0,dialect,0,0,0,Eurasia,
16493,hong1242,Hongfeng Gelao,,,,14020.0,115.0,dialect,0,0,0,Eurasia,
16494,atem1241,Mand,-5.08137,144.806,60.0,14022.0,146.0,language,0,0,0,Papunesia,nearly extinct
16495,nend1239,Nend,-5.04271,144.886,2000.0,14022.0,146.0,language,0,0,0,Papunesia,not endangered
16496,maju1236,Maju Mandobo,,,,14047.0,146.0,dialect,0,0,0,Papunesia,
16497,wari1272,Wariktop,,,,14047.0,146.0,dialect,0,0,0,Papunesia,
16498,lang1342,Langgoan,,,,14047.0,146.0,dialect,0,0,0,Papunesia,
16499,wini1246,Winiktit,,,,14047.0,146.0,dialect,0,0,0,Papunesia,
16500,cent2381,Central Mandobo,,,,14048.0,146.0,dialect,0,0,4,Papunesia,
16501,mari1449,Mariam Mandobo,,,,14048.0,146.0,dialect,0,0,2,Papunesia,
16502,kogo1235,Kogonop,,,,14049.0,146.0,dialect,0,0,0,Papunesia,
16503,buki1254,Bukit Kokenop,,,,14049.0,146.0,dialect,0,0,0,Papunesia,
16504,agay1235,Agayop,,,,14049.0,146.0,dialect,0,0,0,Papunesia,
16505,lowe1455,Lower Wambon,,,,14050.0,146.0,dialect,0,0,4,Papunesia,
16506,uppe1476,Upper Wambon,,,,14050.0,146.0,dialect,0,0,0,Papunesia,
16507,ater1235,Ater,,,,14051.0,146.0,dialect,0,0,0,Papunesia,
16508,arin1246,Arinbit,,,,14051.0,146.0,dialect,0,0,0,Papunesia,
16509,baya1266,Bayanggop,,,,14051.0,146.0,dialect,0,0,0,Papunesia,
16510,kuke1244,Kuken,,,,14051.0,146.0,dialect,0,0,0,Papunesia,
16511,usag1245,Usage,,,,14064.0,146.0,dialect,0,0,0,Papunesia,
16512,uppe1429,Upper August River,,,,14064.0,146.0,dialect,0,0,0,Papunesia,
16513,mian1257,Mianmin,,,,14064.0,146.0,dialect,0,0,0,Papunesia,
16514,cent2114,Central Migabac,,,,14074.0,146.0,dialect,0,0,0,Papunesia,
16515,nort2915,North Migabac,,,,14074.0,146.0,dialect,0,0,0,Papunesia,
16516,sout2939,South Migabac,,,,14074.0,146.0,dialect,0,0,0,Papunesia,
16517,nucl1610,Mape-West,,,,14076.0,146.0,dialect,0,0,0,Papunesia,
16518,fuka1239,Mape-East,,,,14076.0,146.0,dialect,0,0,0,Papunesia,
16519,niga1243,Nagac,,,,14076.0,146.0,dialect,0,0,0,Papunesia,
16520,wemo1239,Wemo,,,,14077.0,146.0,dialect,0,0,0,Papunesia,
16521,mago1249,Magobineng,,,,14077.0,146.0,dialect,0,0,0,Papunesia,
16522,wana1271,Wana,,,,14077.0,146.0,dialect,0,0,0,Papunesia,
16523,wamo1241,Wamora,,,,14077.0,146.0,dialect,0,0,0,Papunesia,
16524,pare1270,Parec,,,,14077.0,146.0,dialect,0,0,0,Papunesia,
16525,nort2913,North Selepet,,,,14080.0,146.0,dialect,0,0,0,Papunesia,
16526,sout2937,South Selepet,,,,14080.0,146.0,dialect,0,0,0,Papunesia,
16527,bord1246,Border Komba,,,,14081.0,146.0,dialect,0,0,0,Papunesia,
16528,west2591,West Komba,,,,14081.0,146.0,dialect,0,0,0,Papunesia,
16529,cent2112,Central Komba,,,,14081.0,146.0,dialect,0,0,0,Papunesia,
16530,east2508,East Komba,,,,14081.0,146.0,dialect,0,0,0,Papunesia,
16531,west2590,West Central Komba,,,,14081.0,146.0,dialect,0,0,0,Papunesia,
16532,yang1299,Yangeborong,,,,14085.0,146.0,dialect,0,0,0,Papunesia,
16533,koso1245,Kosorong,,,,14085.0,146.0,dialect,0,0,0,Papunesia,
16534,somb1238,Somba,,,,14086.0,146.0,dialect,0,0,0,Papunesia,
16535,siaw1242,Siawari,,,,14086.0,146.0,dialect,0,0,0,Papunesia,
16536,bare1274,Bareji,,,,14099.0,146.0,dialect,0,0,0,Papunesia,
16537,nucl1604,Nuclear Baruga,,,,14099.0,146.0,dialect,0,0,0,Papunesia,
16538,tafo1238,Tafota Baruga,,,,14099.0,146.0,dialect,0,0,0,Papunesia,
16539,mado1239,Mado,,,,14099.0,146.0,dialect,0,0,0,Papunesia,
16540,nucl1605,Nuclear Gaina,,,,14103.0,146.0,dialect,0,0,0,Papunesia,
16541,bare1275,Bareji (Gaina),,,,14103.0,146.0,dialect,0,0,0,Papunesia,
16542,kora1295,Korafe,,,,14104.0,146.0,dialect,0,0,0,Papunesia,
16543,roma1240,Romano-Greek,38.6347,23.2164,30.0,14112.0,181.0,language,0,0,0,Eurasia,nearly extinct
16544,mode1248,Modern Greek,38.36,23.13,13400000.0,14112.0,181.0,language,0,0,29,Eurasia,moribund
16545,aspr1238,Aspromonte,38.0166,15.88621,2000.0,14113.0,181.0,dialect,0,0,0,Eurasia,
16546,apul1237,Apulian Greek,,,20000.0,14113.0,181.0,dialect,0,0,0,Eurasia,
16547,capp1239,Cappadocian Greek,38.73,35.45,2800.0,14115.0,181.0,language,0,0,3,Eurasia,shifting
16548,pont1253,Pontic,41.266015,36.097421000000004,778000.0,14115.0,181.0,language,0,0,7,Eurasia,shifting
16549,ital1286,Italo-Dalmatian,,,,14119.0,181.0,family,2,5,16,Eurasia,
16550,west2813,Western Romance,,,,14119.0,181.0,family,32,64,216,"Africa, Eurasia, North America, Papunesia, South America",
16551,cast1245,Castelmezzano,40.530592,16.046519,,14120.0,181.0,language,0,0,0,Eurasia,
16552,macr1262,Balkan Romance,,,,14120.0,181.0,family,2,4,11,Eurasia,
16553,sard1256,Sardo-Corsican,,,,14121.0,181.0,family,2,4,16,Eurasia,
16554,sout3126,South Lucanian,40.147849,16.539127,,14121.0,181.0,language,0,0,0,Eurasia,
16555,west2336,Western Macedonian,,,,14135.0,181.0,dialect,0,0,2,Eurasia,
16556,sout2601,Eastern and Southern Macedonian,,,,14135.0,181.0,dialect,0,0,3,Eurasia,
16557,nort2595,Northern Macedonian,,,,14135.0,181.0,dialect,0,0,9,Eurasia,
16558,east2814,Eastern Bulgarian,,,,14136.0,181.0,dialect,0,0,15,Eurasia,
16559,anat1260,Anatolian Bulgarian,,,,14136.0,181.0,dialect,0,0,0,Eurasia,
16560,west2888,Western Bulgarian,,,,14136.0,181.0,dialect,0,0,4,Eurasia,
16561,nucl1776,Nuclear Chakavian,,,,14137.0,181.0,dialect,0,0,0,Eurasia,
16562,burg1244,Burgenland Croatian,,,50000.0,14137.0,181.0,dialect,0,0,0,Eurasia,
16563,news1236,New Shtokavian,,,,14139.0,181.0,dialect,0,0,16,Eurasia,
16564,olds1253,Old Shtokavian,,,,14139.0,181.0,dialect,0,0,0,Eurasia,
16565,czec1259,Czecho-Moravian,,,108469.0,14149.0,181.0,dialect,0,0,0,Eurasia,
16566,nort2596,Northeast Bohemian,,,,14149.0,181.0,dialect,0,0,0,Eurasia,
16567,sout1722,Southwest Bohemian,,,,14149.0,181.0,dialect,0,0,0,Eurasia,
16568,lach1246,Lach,,,,14149.0,181.0,dialect,0,0,0,Eurasia,
16569,hana1242,Hanak,,,,14149.0,181.0,dialect,0,0,0,Eurasia,
16570,oldc1253,Old Czech,,,,14149.0,181.0,dialect,0,0,0,Eurasia,
16571,cent1953,Central Bohemian,,,,14149.0,181.0,dialect,0,0,0,Eurasia,
16572,lowg1239,Low German,,,10000000.0,14156.0,181.0,family,3,6,40,"Eurasia, North America",
16573,midd1318,Middle Low German,53.14,9.67,,14156.0,181.0,language,0,0,0,Eurasia,extinct
16574,nort2626,Northern Frisian,54.6409,8.58489,10000.0,14157.0,181.0,language,0,0,16,Eurasia,shifting
16575,mode1264,Modern West Frisian,,,,14157.0,181.0,family,1,4,5,Eurasia,
16576,sate1242,Ems-Weser Frisian,53.117,7.721,2000.0,14157.0,181.0,language,0,0,2,Eurasia,shifting
16577,oldf1241,Old Frisian,53.35,6.8,,14157.0,181.0,language,0,0,0,Eurasia,extinct
16578,olde1238,Old English (ca. 450-1100),51.06,-1.31,,14158.0,181.0,language,0,0,5,Eurasia,extinct
16579,late1254,Later Anglic,,,,14158.0,181.0,family,23,36,139,"Africa, Australia, Eurasia, North America, Papunesia, South America",
16580,yidd1255,Yiddish,,,1500000.0,14159.0,181.0,family,0,2,13,Eurasia,
16581,uppe1400,Central East Middle German,51.152,12.692,,14159.0,181.0,language,0,0,29,Eurasia,not endangered
16582,schl1237,Schlesisch-Wilmesau,,,,14159.0,181.0,family,0,2,7,Eurasia,
16583,rhin1244,Rhenish Franconian,,,,14160.0,181.0,family,1,3,9,Eurasia,
16584,midd1319,Middle Franconian,,,,14160.0,181.0,family,1,3,25,Eurasia,
16585,mode1258,Modern High German,,,,14162.0,181.0,family,7,11,45,"Eurasia, North America, Papunesia, South America",
16586,midd1343,Middle High German,48.254,10.599,,14162.0,181.0,language,0,0,0,Eurasia,extinct
16587,glob1241,Global Dutch,,,,14164.0,181.0,family,1,5,15,"Africa, Eurasia, Papunesia",
16588,sout3292,Southwestern Dutch,,,,14164.0,181.0,family,1,5,16,"Eurasia, North America, South America",
16589,sout3311,Southern Islands Danish,,,,14168.0,181.0,dialect,0,0,0,Eurasia,
16590,sout3312,Southern Funen Islands,,,,14168.0,181.0,dialect,0,0,0,Eurasia,
16591,oldd1239,Old Danish,,,,14168.0,181.0,dialect,0,0,0,Eurasia,
16592,west2930,Western Funen,,,,14168.0,181.0,dialect,0,0,0,Eurasia,
16593,east2841,Eastern Zealand,,,,14168.0,181.0,dialect,0,0,0,Eurasia,
16594,west2929,Western Zealand,,,,14168.0,181.0,dialect,0,0,0,Eurasia,
16595,sout3310,Southern Zealand,,,,14168.0,181.0,dialect,0,0,0,Eurasia,
16596,east2842,Eastern Funen,,,,14168.0,181.0,dialect,0,0,0,Eurasia,
16597,swed1254,Swedish,59.800633999999995,17.389526,13200000.0,14175.0,181.0,language,0,0,4,Eurasia,not endangered
16598,esto1259,Estonian Swedish,59.054719999999996,23.45,,14175.0,181.0,language,0,0,0,Eurasia,nearly extinct
16599,east2303,Archaic Finnish Swedish,62.476943999999996,21.348611,,14175.0,181.0,language,0,0,4,Eurasia,
16600,vast1234,Västerdalarna,,,,14176.0,181.0,dialect,0,0,9,Eurasia,
16601,oste1242,Österdalarna,,,,14176.0,181.0,dialect,0,0,29,Eurasia,
16602,ramg1234,Ramgel,,,,14192.0,181.0,dialect,0,0,0,Eurasia,
16603,peru1237,Peruk,,,,14192.0,181.0,dialect,0,0,0,Eurasia,
16604,ktiv1234,Ktivi,,,,14192.0,181.0,dialect,0,0,0,Eurasia,
16605,kula1287,Kulam,,,,14192.0,181.0,dialect,0,0,0,Eurasia,
16606,inne1243,Inner Siraji,,,,14231.0,181.0,dialect,0,0,0,Eurasia,
16607,kllu1238,Kullui,,,,14231.0,181.0,dialect,0,0,0,Eurasia,
16608,dhar1245,Dharthi,,,,14232.0,181.0,dialect,0,0,0,Eurasia,
16609,giri1243,Giripari,,,,14232.0,181.0,dialect,0,0,0,Eurasia,
16610,lowe1245,Lower Mahasu Pahari,,,,14233.0,181.0,dialect,0,0,3,Eurasia,
16611,uppe1403,Upper Mahasu Pahari,,,,14233.0,181.0,dialect,0,0,5,Eurasia,
16612,pang1282,Pangwali,32.9753,76.5569,18668.0,14234.0,181.0,language,0,0,0,Eurasia,shifting
16613,cham1307,Chambeali,32.5476,76.1796,,14234.0,181.0,language,0,0,3,Eurasia,not endangered
16614,bila1253,Bilaspuri,31.3842,76.6739,,14234.0,181.0,language,0,0,0,Eurasia,not endangered
16615,bhad1243,Bhadrawahi-Bhalesi-Curahi,,,,14234.0,181.0,family,0,2,3,Eurasia,
16616,bhat1263,Bhattiyali,32.4022,76.0311,24000.0,14234.0,181.0,language,0,0,0,Eurasia,not endangered
16617,gadd1242,Gaddi,32.36,76.5713,181000.0,14234.0,181.0,language,0,0,2,Eurasia,not endangered
16618,dogr1250,Dogri,32.5534,75.7111,1600000.0,14235.0,181.0,language,0,0,5,Eurasia,not endangered
16619,kang1280,Kangri,31.915,76.366,1700000.0,14235.0,181.0,language,0,0,2,Eurasia,shifting
16620,bhua1238,Bhuani,,,,14236.0,181.0,dialect,0,0,0,Eurasia,
16621,sagw1238,Sagwara,,,,14237.0,181.0,dialect,0,0,0,Eurasia,
16622,kher1243,Kherwara,,,,14237.0,181.0,dialect,0,0,0,Eurasia,
16623,adiv1238,Adivasi Wagdi,,,,14237.0,181.0,dialect,0,0,0,Eurasia,
16624,rajp1235,Rajput Garasia,24.5451,73.2472,,14239.0,181.0,language,0,0,0,Eurasia,not endangered
16625,adiw1235,Adiwasi Garasia,24.0712,73.1426,,14239.0,181.0,language,0,0,0,Eurasia,not endangered
16626,naha1261,Nahali-Baglani,21.43,74.827,15000.0,14240.0,181.0,language,0,0,0,Eurasia,shifting
16627,paur1238,Pauri Bareli,21.228,74.337,991257.0,14240.0,181.0,language,0,0,0,Eurasia,not endangered
16628,bhil1253,Bhilali,22.583460000000002,74.59014,1100000.0,14240.0,181.0,language,0,0,1,Eurasia,not endangered
16629,rath1242,Rathwi Bareli,21.4375,74.9958,47801.0,14240.0,181.0,language,0,0,0,Eurasia,not endangered
16630,magr1238,Magra Ki Boli,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16631,pate1245,Patelia,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16632,siya1241,Siyalgir,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16633,rana1245,Ranawat,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16634,naik1249,Naikdi,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16635,panc1245,Panchali,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16636,habu1240,Habura,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16637,bhil1252,Bhilodi,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16638,bhim1238,Bhim,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16639,char1267,Charani,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16640,anar1243,Anarya,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16641,konk1265,Konkani (Bhili),,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16642,rani1238,Rani Bhil,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16643,kota1270,Kotali,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16644,naha1260,Nahari (Bhili),,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16645,ahir1242,Ahiri,,,,14243.0,181.0,dialect,0,0,0,Eurasia,
16646,nucl1282,Nuclear Mawchi,,,,14244.0,181.0,dialect,0,0,0,Eurasia,
16647,padv1238,Padvi,,,,14244.0,181.0,dialect,0,0,0,Eurasia,
16648,gamt1238,Gamti,,,,14244.0,181.0,dialect,0,0,0,Eurasia,
16649,noir1238,Noiri,22.8781,73.5486,,14247.0,181.0,language,0,0,1,Eurasia,not endangered
16650,vasa1239,Vasavi,21.3624,73.8652,1200000.0,14247.0,181.0,language,0,0,5,Eurasia,not endangered
